id_contrato,data_originacao,valor_bem,valor_entrada,valor_financiado,ltv,prazo_meses,taxa_juros_am,parcela_mensal,comprometimento_renda,canal_originacao,ano_modelo,idade_veiculo_anos,idade_cliente,ocupacao,renda_mensal_declarada,tempo_emprego_meses,tipo_residencia,score_bureau,qtd_restricoes_ativas,qtd_consultas_bureau_3m,possui_avalista,qtd_parcelas_em_atraso_12m,default_90_12,mes_default,ead_realizado,lgd_realizado,perda_financeira
C007501,2023-10-01,32800.0,4395.2,28404.8,0.866,24,0.0149,1416.44,0.3884,Revenda multimarca,2018,4,47,CLT,3647.05,102.0,Própria,554.0,2,0,Não,0,0,,,,0.0
C007502,2023-04-01,45600.0,17223.12,28376.88,0.6223,48,0.01564,845.0,0.1639,Digital,2020,2,26,CLT,,9.0,Familiar,1000.0,0,0,Não,0,0,,,,0.0
C007503,2024-08-01,24600.0,4002.42,20597.58,0.8373,48,0.01502,605.31,0.2404,Concessionária,2014,8,47,Autônomo,,45.0,Própria,670.0,0,2,Não,1,0,,,,0.0
C007504,2023-02-01,22000.0,8445.8,13554.2,0.6161,48,0.01627,409.03,0.2035,Concessionária,2011,11,35,CLT,2009.76,95.0,Própria,662.0,1,0,Não,0,0,,,,0.0
C007505,2022-02-01,76700.0,11673.74,65026.26,0.8478,48,0.01616,1957.77,0.1359,Correspondente bancário,2021,1,23,Servidor público,14404.37,60.0,Financiada,855.0,0,2,Não,1,0,,,,0.0
C007506,2022-08-01,59400.0,20546.46,38853.54,0.6541,36,0.01688,1449.01,0.2268,Revenda multimarca,2022,0,54,CLT,,19.0,Financiada,934.0,0,0,Não,0,0,,,,0.0
C007507,2022-09-01,23800.0,14703.64,9096.36,0.3822,48,0.0141,262.1,0.15,Concessionária,2019,3,30,Autônomo,,49.0,Familiar,467.0,2,4,Sim,5,1,4.0,9748.82,0.1742,1698.29
C007508,2023-08-01,36300.0,14458.29,21841.71,0.6017,24,0.01597,1102.75,0.1418,Revenda multimarca,2019,3,47,CLT,7779.46,50.0,Alugada,734.0,2,1,Não,0,0,,,,0.0
C007509,2023-09-01,72400.0,13944.24,58455.76,0.8074,60,0.01729,1573.15,0.1319,Revenda multimarca,2020,2,41,CLT,11924.34,83.0,Alugada,558.0,1,0,Não,1,0,,,,0.0
C007510,2023-04-01,90300.0,5192.25,85107.75,0.9425,24,0.01637,4316.84,0.1926,Revenda multimarca,2021,1,57,CLT,22408.41,175.0,Alugada,739.0,1,0,Sim,0,0,,,,0.0
C007511,2024-04-01,38900.0,17975.69,20924.31,0.5379,36,0.01586,767.34,0.1575,Revenda multimarca,2017,5,46,CLT,4873.08,,Própria,774.0,0,1,Não,0,0,,,,0.0
C007512,2024-06-01,26000.0,4674.8,21325.2,0.8202,48,0.01499,626.29,0.1878,Concessionária,2016,6,23,Empresário,3335.28,,Alugada,621.0,0,6,Não,4,1,9.0,21293.97,0.8685,18493.88
C007513,2023-07-01,32600.0,2480.86,30119.14,0.9239,24,0.01592,1519.79,0.2249,Revenda multimarca,2021,1,33,CLT,6757.7,28.0,Própria,635.0,1,2,Sim,1,0,,,,0.0
C007514,2023-02-01,63000.0,9191.7,53808.3,0.8541,48,0.01657,1634.08,0.1663,Digital,2021,1,43,CLT,9823.3,99.0,Familiar,726.0,0,1,Não,0,0,,,,0.0
C007515,2023-09-01,39400.0,3679.96,35720.04,0.9066,48,0.01597,1071.13,0.3218,Digital,2014,8,31,CLT,3328.27,78.0,Familiar,686.0,0,1,Sim,2,0,,,,0.0
C007516,2024-10-01,75300.0,21791.82,53508.18,0.7106,48,0.01707,1642.1,0.1768,Revenda multimarca,2018,4,47,CLT,9290.08,76.0,Familiar,480.0,1,1,Sim,0,0,,,,0.0
C007517,2023-02-01,35100.0,6191.64,28908.36,0.8236,24,0.0147,1438.2,0.3384,Revenda multimarca,2021,1,53,Autônomo,4250.07,,Própria,730.0,1,1,Não,2,1,5.0,31181.57,0.6056,18883.2
C007518,2022-07-01,65300.0,18186.05,47113.95,0.7215,48,0.01778,1467.44,0.3649,Correspondente bancário,2015,7,38,CLT,4021.32,41.0,Própria,743.0,1,2,Não,2,0,,,,0.0
C007519,2024-01-01,84700.0,21471.45,63228.55,0.7465,36,0.01688,2358.06,0.3046,Correspondente bancário,2017,5,22,Servidor público,7740.85,48.0,Familiar,657.0,0,1,Não,0,0,,,,0.0
C007520,2024-06-01,57800.0,6745.26,51054.74,0.8833,48,0.01439,1480.28,0.1304,Concessionária,2019,3,62,Autônomo,11351.42,22.0,Alugada,609.0,1,1,Sim,0,0,,,,0.0
C007521,2023-01-01,70700.0,11488.75,59211.25,0.8375,48,0.01599,1776.3,0.3141,Concessionária,2019,3,23,CLT,5655.13,60.0,Alugada,666.0,0,4,Não,0,0,,,,0.0
C007522,2022-05-01,45800.0,3943.38,41856.62,0.9139,60,0.01594,1088.73,0.1795,Concessionária,2021,1,24,Servidor público,6066.25,62.0,Financiada,593.0,2,1,Não,0,0,,,,0.0
C007523,2023-12-01,22100.0,8123.96,13976.04,0.6324,60,0.01617,365.66,0.147,Digital,2013,9,43,CLT,2487.33,39.0,Financiada,556.0,1,6,Não,11,1,7.0,14500.65,0.8463,12272.19
C007524,2022-07-01,83000.0,20459.5,62540.5,0.7535,60,0.01491,1584.45,0.382,Concessionária,2018,4,30,CLT,4147.86,38.0,Alugada,768.0,0,1,Não,1,1,6.0,65308.63,0.547,35721.04
C007525,2022-12-01,22000.0,3352.8,18647.2,0.8476,48,0.01625,562.49,0.1376,Digital,2022,0,37,CLT,4087.13,17.0,Familiar,487.0,1,1,Sim,3,0,,,,0.0
C007526,2022-04-01,38600.0,5809.3,32790.7,0.8495,48,0.01602,984.33,0.2106,Concessionária,2020,2,24,CLT,4673.3,72.0,Própria,707.0,0,1,Não,2,0,,,,0.0
C007527,2023-11-01,35800.0,8864.08,26935.92,0.7524,48,0.01522,794.96,0.2476,Concessionária,2019,3,22,Servidor público,3210.66,48.0,Alugada,680.0,2,1,Não,2,0,,,,0.0
C007528,2024-07-01,22000.0,5343.8,16656.2,0.7571,48,0.01513,490.63,0.0878,Concessionária,2011,11,40,CLT,5587.37,45.0,Alugada,497.0,1,2,Não,0,0,,,,0.0
C007529,2024-06-01,68800.0,7850.08,60949.92,0.8859,24,0.01483,3036.87,0.2077,Revenda multimarca,2020,2,36,CLT,14624.88,26.0,Alugada,714.0,0,1,Não,0,0,,,,0.0
C007530,2022-09-01,41200.0,21733.0,19467.0,0.4725,36,0.01447,697.58,0.1344,Concessionária,2017,5,42,Servidor público,5192.19,45.0,Própria,750.0,0,0,Não,1,0,,,,0.0
C007531,2023-11-01,45800.0,25670.9,20129.1,0.4395,60,0.01546,517.21,0.1291,Digital,2017,5,38,CLT,4006.25,68.0,Própria,503.0,2,2,Não,1,1,12.0,19707.71,0.65,12809.16
C007532,2024-02-01,30700.0,6124.65,24575.35,0.8005,48,0.0193,789.83,0.313,Revenda multimarca,2020,2,71,CLT,2523.68,15.0,Alugada,515.0,1,1,Sim,3,1,6.0,25979.88,0.8,20783.9
C007533,2022-07-01,51700.0,9388.72,42311.28,0.8184,48,0.01812,1327.19,0.1921,Correspondente bancário,2017,5,37,CLT,6910.14,94.0,Alugada,617.0,0,1,Sim,0,0,,,,0.0
C007534,2024-12-01,26700.0,5975.46,20724.54,0.7762,60,0.01752,560.95,0.1227,Concessionária,2016,6,30,CLT,4573.05,24.0,Própria,504.0,2,4,Não,3,1,2.0,22407.38,0.8957,20071.26
C007535,2022-04-01,101300.0,8752.32,92547.68,0.9136,60,0.01634,2431.81,0.2368,Correspondente bancário,2010,12,75,Aposentado,10269.14,,Própria,709.0,0,1,Não,0,0,,,,0.0
C007536,2022-07-01,56800.0,21055.76,35744.24,0.6293,24,0.01513,1787.19,0.1499,Concessionária,2013,9,43,Empresário,11922.92,,Alugada,627.0,2,0,Não,0,0,,,,0.0
C007537,2022-07-01,46800.0,6383.52,40416.48,0.8636,48,0.01537,1196.63,0.3085,Concessionária,2019,3,58,Aposentado,3878.78,21.0,Alugada,542.0,0,1,Sim,0,0,,,,0.0
C007538,2023-06-01,68600.0,41015.94,27584.06,0.4021,24,0.01521,1380.47,0.1704,Correspondente bancário,2020,2,35,Autônomo,8099.79,68.0,Própria,1000.0,0,2,Não,4,0,,,,0.0
C007539,2023-04-01,46700.0,7313.22,39386.78,0.8434,48,0.01682,1202.42,0.1736,Revenda multimarca,2021,1,29,CLT,6926.21,25.0,Própria,876.0,0,1,Não,0,0,,,,0.0
C007540,2023-05-01,43800.0,13564.86,30235.14,0.6903,24,0.01424,1496.17,0.2134,Revenda multimarca,2020,2,44,Servidor público,7009.86,118.0,Alugada,713.0,0,0,Não,0,0,,,,0.0
C007541,2024-09-01,45000.0,9166.5,35833.5,0.7963,36,0.01707,1340.55,0.1798,Revenda multimarca,2020,2,29,CLT,7454.88,132.0,Alugada,518.0,1,0,Não,1,0,,,,0.0
C007542,2024-05-01,70600.0,19224.38,51375.62,0.7277,36,0.01339,1807.94,0.1487,Concessionária,2018,4,42,Autônomo,12156.43,5.0,Familiar,774.0,0,1,Não,0,0,,,,0.0
C007543,2024-10-01,33000.0,20740.5,12259.5,0.3715,36,0.01591,449.95,0.08,Correspondente bancário,2018,4,32,Empresário,,27.0,Própria,518.0,1,1,Não,0,0,,,,0.0
C007544,2022-05-01,53200.0,5644.52,47555.48,0.8939,36,0.01661,1765.68,0.3499,Concessionária,2016,6,40,CLT,5046.66,27.0,Familiar,580.0,0,5,Não,1,0,,,,0.0
C007545,2024-09-01,49900.0,2989.01,46910.99,0.9401,48,0.01736,1448.4,0.2722,Correspondente bancário,2014,8,36,Servidor público,5320.2,15.0,Alugada,726.0,1,1,Não,1,0,,,,0.0
C007546,2022-12-01,29700.0,3973.86,25726.14,0.8662,60,0.01671,682.33,0.2479,Digital,2016,6,25,CLT,,84.0,Financiada,604.0,1,2,Sim,7,1,4.0,27520.68,0.7462,20536.25
C007547,2024-09-01,46000.0,13583.8,32416.2,0.7047,48,0.01542,960.78,0.1782,Correspondente bancário,2022,0,28,CLT,5392.86,23.0,Familiar,674.0,1,2,Não,0,0,,,,0.0
C007548,2022-05-01,102200.0,14185.36,88014.64,0.8612,60,0.0157,2275.41,0.1183,Digital,2020,2,49,CLT,19232.75,24.0,Própria,920.0,0,0,Não,1,0,,,,0.0
C007549,2022-09-01,38300.0,12999.02,25300.98,0.6606,48,0.01576,755.33,0.1969,Concessionária,2019,3,59,CLT,,1.0,Própria,666.0,0,2,Não,0,0,,,,0.0
C007550,2022-09-01,22000.0,6936.6,15063.4,0.6847,36,0.01602,553.87,0.1365,Correspondente bancário,2020,2,44,CLT,4058.0,,Financiada,642.0,0,1,Não,1,0,,,,0.0
C007551,2024-08-01,45800.0,10428.66,35371.34,0.7723,48,0.01849,1118.03,0.2166,Revenda multimarca,2011,11,37,Servidor público,5161.81,106.0,Própria,651.0,1,1,Não,0,0,,,,0.0
C007552,2023-06-01,56100.0,10541.19,45558.81,0.8121,36,0.01725,1709.42,0.1119,Revenda multimarca,2019,3,60,CLT,,41.0,Própria,871.0,1,1,Não,0,0,,,,0.0
C007553,2023-03-01,23500.0,3736.5,19763.5,0.841,48,0.01662,600.82,0.0792,Digital,2020,2,42,CLT,7585.23,26.0,Financiada,669.0,0,1,Não,0,0,,,,0.0
C007554,2022-07-01,36500.0,7070.05,29429.95,0.8063,36,0.01651,1090.91,0.2294,Revenda multimarca,2016,6,75,CLT,4755.31,206.0,Alugada,504.0,2,4,Sim,0,0,,,,0.0
C007555,2023-06-01,37200.0,7752.48,29447.52,0.7916,48,0.01683,899.18,0.3927,Concessionária,2016,6,54,CLT,2289.86,23.0,Alugada,542.0,0,4,Sim,0,0,,,,0.0
C007556,2022-11-01,22000.0,4039.2,17960.8,0.8164,60,0.01837,496.51,0.2483,Revenda multimarca,2021,1,32,CLT,1999.29,91.0,Financiada,577.0,2,2,Sim,0,0,,,,0.0
C007557,2022-05-01,91200.0,30132.48,61067.52,0.6696,36,0.01704,2283.45,0.2639,Revenda multimarca,2020,2,36,Autônomo,8654.24,27.0,Familiar,1000.0,0,0,Não,0,0,,,,0.0
C007558,2022-02-01,70700.0,34169.31,36530.69,0.5167,48,0.0148,1068.51,0.1641,Concessionária,2018,4,34,Autônomo,6511.62,1.0,Alugada,649.0,0,3,Não,0,0,,,,0.0
C007559,2023-10-01,39200.0,18819.92,20380.08,0.5199,60,0.01684,542.31,0.0977,Revenda multimarca,2018,4,37,CLT,5550.64,,Alugada,714.0,1,2,Não,1,0,,,,0.0
C007560,2022-10-01,29900.0,2559.44,27340.56,0.9144,48,0.01652,829.42,0.0814,Digital,2021,1,35,CLT,10186.21,,Familiar,481.0,0,2,Sim,0,0,,,,0.0
C007561,2022-11-01,22000.0,6659.4,15340.6,0.6973,48,0.01593,459.63,0.1864,Digital,2018,4,31,CLT,2466.15,10.0,Alugada,478.0,0,4,Não,0,0,,,,0.0
C007562,2024-09-01,38100.0,2289.81,35810.19,0.9399,60,0.01629,939.77,0.147,Concessionária,2016,6,50,CLT,6392.66,18.0,Própria,546.0,0,3,Sim,0,0,,,,0.0
C007563,2022-08-01,31800.0,6235.98,25564.02,0.8039,36,0.01425,912.7,0.3726,Concessionária,2021,1,49,CLT,2449.33,56.0,Própria,468.0,2,1,Não,3,0,,,,0.0
C007564,2022-12-01,34700.0,5302.16,29397.84,0.8472,48,0.01496,862.82,0.2513,Concessionária,2010,12,27,CLT,3432.98,37.0,Alugada,467.0,1,2,Não,0,0,,,,0.0
C007565,2022-08-01,55700.0,14565.55,41134.45,0.7385,36,0.01541,1497.28,0.1616,Digital,2019,3,32,Empresário,9264.78,3.0,Familiar,469.0,0,2,Não,0,0,,,,0.0
C007566,2024-02-01,25900.0,6086.5,19813.5,0.765,48,0.01732,611.24,0.1915,Revenda multimarca,2019,3,57,Autônomo,3191.89,,Alugada,470.0,2,1,Não,1,1,8.0,20259.63,0.6329,12822.78
C007567,2024-03-01,59000.0,30774.4,28225.6,0.4784,60,0.01619,738.85,0.1026,Concessionária,2019,3,26,CLT,7203.03,18.0,Alugada,810.0,0,0,Não,1,0,,,,0.0
C007568,2022-08-01,34000.0,16466.2,17533.8,0.5157,48,0.01531,518.47,0.1064,Concessionária,2021,1,30,Autônomo,4874.97,55.0,Própria,631.0,2,1,Não,2,0,,,,0.0
C007569,2024-05-01,40700.0,9084.24,31615.76,0.7768,48,0.01535,935.67,0.1246,Digital,2021,1,37,CLT,7511.41,89.0,Alugada,637.0,1,3,Não,0,0,,,,0.0
C007570,2022-04-01,32700.0,5140.44,27559.56,0.8428,48,0.01498,809.22,0.1762,Digital,2020,2,55,Autônomo,4592.29,62.0,Familiar,669.0,0,0,Não,0,0,,,,0.0
C007571,2023-01-01,92100.0,9642.87,82457.13,0.8953,24,0.01589,4159.27,0.346,Digital,2020,2,47,Servidor público,12019.55,51.0,Alugada,654.0,1,0,Não,0,0,,,,0.0
C007572,2023-02-01,67000.0,25051.3,41948.7,0.6261,60,0.01661,1109.8,0.1636,Concessionária,2014,8,55,CLT,6782.84,132.0,Alugada,659.0,0,0,Não,0,0,,,,0.0
C007573,2024-12-01,22000.0,5854.2,16145.8,0.7339,48,0.01793,504.46,0.3153,Correspondente bancário,2021,1,24,Autônomo,1600.0,27.0,Própria,,1,1,Não,9,1,6.0,17002.65,0.6286,10687.76
C007574,2023-11-01,54400.0,14921.92,39478.08,0.7257,60,0.01582,1023.74,0.2904,Concessionária,2016,6,55,Autônomo,3525.74,39.0,Familiar,713.0,0,1,Não,2,0,,,,0.0
C007575,2024-03-01,44500.0,22067.55,22432.45,0.5041,60,0.01783,611.88,0.1615,Correspondente bancário,2016,6,30,CLT,,,Financiada,536.0,1,0,Não,1,0,,,,0.0
C007576,2024-07-01,62800.0,7730.68,55069.32,0.8769,24,0.01483,2743.86,0.2132,Concessionária,2020,2,70,Aposentado,12871.55,345.0,Financiada,784.0,0,0,Não,1,0,,,,0.0
C007577,2024-11-01,93800.0,9248.68,84551.32,0.9014,60,0.01759,2292.54,0.2039,Correspondente bancário,2021,1,31,Servidor público,11242.04,51.0,Familiar,638.0,1,1,Sim,0,0,,,,0.0
C007578,2022-06-01,32200.0,2630.74,29569.26,0.9183,48,0.01669,900.24,0.1546,Revenda multimarca,2021,1,67,Empresário,5823.16,44.0,Própria,460.0,1,2,Não,0,0,,,,0.0
C007579,2022-07-01,22000.0,3355.0,18645.0,0.8475,48,0.01708,572.31,0.0871,Revenda multimarca,2020,2,32,CLT,6572.08,79.0,Familiar,745.0,1,0,Não,0,0,,,,0.0
C007580,2022-02-01,37900.0,2922.09,34977.91,0.9229,48,0.01544,1037.15,0.3113,Concessionária,2010,12,27,Empresário,3331.97,20.0,Familiar,515.0,1,1,Não,0,0,,,,0.0
C007581,2023-12-01,38800.0,13560.6,25239.4,0.6505,60,0.01677,670.43,0.084,Correspondente bancário,2021,1,25,Autônomo,7977.06,35.0,Própria,488.0,1,4,Não,0,0,,,,0.0
C007582,2022-02-01,100500.0,40330.65,60169.35,0.5987,48,0.01519,1774.65,0.2294,Digital,2015,7,67,Autônomo,7736.87,30.0,Alugada,701.0,0,0,Sim,0,0,,,,0.0
C007583,2023-10-01,32300.0,8427.07,23872.93,0.7391,24,0.01279,1161.47,0.3786,Concessionária,2021,1,59,CLT,3068.05,51.0,Alugada,587.0,0,1,Não,0,0,,,,0.0
C007584,2023-06-01,55500.0,4362.3,51137.7,0.9214,60,0.01659,1352.22,0.1001,Revenda multimarca,2022,0,43,Empresário,13513.44,48.0,Própria,480.0,0,0,Sim,1,0,,,,0.0
C007585,2024-09-01,74800.0,16687.88,58112.12,0.7769,24,0.01551,2918.41,0.261,Concessionária,2021,1,44,CLT,11181.9,33.0,Alugada,687.0,1,2,Não,1,0,,,,0.0
C007586,2024-03-01,54400.0,21814.4,32585.6,0.599,48,0.01714,1001.48,0.1617,Revenda multimarca,2021,1,24,Servidor público,6194.54,72.0,Própria,549.0,1,1,Não,0,0,,,,0.0
C007587,2022-10-01,67300.0,12861.03,54438.97,0.8089,36,0.01515,1973.02,0.1759,Concessionária,2018,4,27,Servidor público,,108.0,Alugada,697.0,0,1,Não,0,0,,,,0.0
C007588,2024-11-01,46300.0,17316.2,28983.8,0.626,48,0.01539,858.5,0.1204,Concessionária,2018,4,30,Empresário,7129.69,52.0,Familiar,666.0,1,0,Não,0,0,,,,0.0
C007589,2024-02-01,63800.0,7904.82,55895.18,0.8761,60,0.01779,1523.11,0.1538,Revenda multimarca,2022,0,29,CLT,9902.35,71.0,Própria,933.0,0,0,Não,12,1,5.0,59397.64,0.88,52269.92
C007590,2022-07-01,26300.0,5473.03,20826.97,0.7919,24,0.01366,1023.66,0.2525,Concessionária,2018,4,40,CLT,4053.97,30.0,Própria,680.0,0,3,Não,4,0,,,,0.0
C007591,2022-03-01,35400.0,5610.9,29789.1,0.8415,48,0.01579,889.88,0.1616,Concessionária,2013,9,53,Empresário,5505.36,25.0,Familiar,714.0,0,0,Não,0,0,,,,0.0
C007592,2022-01-01,59800.0,7463.04,52336.96,0.8752,48,0.0156,1557.16,0.2706,Concessionária,2018,4,41,CLT,5754.23,,Própria,575.0,2,1,Não,0,0,,,,0.0
C007593,2022-10-01,85900.0,29171.64,56728.36,0.6604,60,0.01603,1478.94,0.2494,Concessionária,2020,2,39,Autônomo,5931.14,8.0,Familiar,802.0,0,1,Sim,0,0,,,,0.0
C007594,2022-11-01,40400.0,22058.4,18341.6,0.454,36,0.01512,664.42,0.1992,Concessionária,2016,6,48,CLT,3334.99,19.0,Própria,572.0,0,1,Não,0,0,,,,0.0
C007595,2023-05-01,48000.0,9532.8,38467.2,0.8014,36,0.01606,1415.35,0.0755,Digital,2020,2,45,Empresário,18751.03,17.0,Financiada,533.0,1,0,Não,0,0,,,,0.0
C007596,2023-03-01,150400.0,37073.6,113326.4,0.7535,36,0.01578,4150.43,0.0606,Revenda multimarca,2022,0,75,CLT,68481.68,6.0,Própria,1000.0,0,2,Não,0,0,,,,0.0
C007597,2022-05-01,51800.0,13944.56,37855.44,0.7308,60,0.0178,1031.8,0.1023,Correspondente bancário,2017,5,40,CLT,10086.55,,Própria,699.0,0,1,Não,0,0,,,,0.0
C007598,2023-07-01,124100.0,73132.13,50967.87,0.4107,48,0.01465,1486.02,0.1621,Concessionária,2017,5,46,CLT,9169.34,81.0,Financiada,631.0,2,0,Não,0,0,,,,0.0
C007599,2023-06-01,85700.0,19676.72,66023.28,0.7704,48,0.01548,1959.36,0.1163,Concessionária,2018,4,29,CLT,16840.63,51.0,Própria,874.0,0,2,Não,2,0,,,,0.0
C007600,2023-08-01,61300.0,9936.73,51363.27,0.8379,60,0.0176,1393.02,0.2131,Revenda multimarca,2019,3,34,Autônomo,6535.74,,Financiada,842.0,0,2,Não,0,0,,,,0.0
C007601,2024-10-01,34900.0,2641.93,32258.07,0.9243,48,0.01534,954.47,0.135,Concessionária,2017,5,53,Aposentado,7069.64,45.0,Familiar,654.0,0,0,Não,0,0,,,,0.0
C007602,2024-03-01,22000.0,5038.0,16962.0,0.771,24,0.01281,825.43,0.2804,Concessionária,2015,7,46,CLT,2944.1,,Familiar,591.0,0,0,Sim,0,0,,,,0.0
C007603,2024-03-01,47000.0,13991.9,33008.1,0.7023,24,0.01268,1603.84,0.2505,Concessionária,2015,7,24,Autônomo,6401.7,40.0,Alugada,588.0,1,2,Não,0,0,,,,0.0
C007604,2023-01-01,22000.0,5123.8,16876.2,0.7671,48,0.01451,490.57,0.1784,Concessionária,2015,7,27,CLT,2750.48,23.0,Própria,580.0,2,5,Não,0,0,,,,0.0
C007605,2023-07-01,38500.0,6444.9,32055.1,0.8326,48,0.01742,990.95,0.1529,Correspondente bancário,2021,1,25,Empresário,6481.33,84.0,Financiada,,0,1,Não,3,1,8.0,32788.52,0.4874,15981.76
C007606,2022-07-01,32100.0,11870.58,20229.42,0.6302,24,0.01524,1012.75,0.058,Digital,2020,2,46,Servidor público,17449.73,110.0,Própria,555.0,1,3,Não,0,0,,,,0.0
C007607,2023-04-01,27100.0,5674.74,21425.26,0.7906,36,0.01452,768.4,0.2236,Concessionária,2019,3,29,CLT,3437.0,72.0,Familiar,815.0,0,3,Não,1,0,,,,0.0
C007608,2023-04-01,68700.0,24079.35,44620.65,0.6495,36,0.01522,1619.06,0.1508,Revenda multimarca,2022,0,31,Servidor público,10739.89,,Financiada,946.0,0,2,Não,0,0,,,,0.0
C007609,2023-09-01,42000.0,7984.2,34015.8,0.8099,48,0.01942,1095.93,0.1706,Revenda multimarca,2020,2,24,CLT,6424.17,72.0,Financiada,639.0,1,1,Não,2,0,,,,0.0
C007610,2023-12-01,29700.0,4850.01,24849.99,0.8367,48,0.01578,742.18,0.2724,Concessionária,2020,2,56,Autônomo,,210.0,Alugada,560.0,1,1,Não,0,0,,,,0.0
C007611,2024-03-01,65400.0,31660.14,33739.86,0.5159,24,0.01616,1707.21,0.193,Correspondente bancário,2021,1,45,CLT,8847.73,55.0,Própria,574.0,0,0,Não,0,0,,,,0.0
C007612,2023-01-01,55100.0,20893.92,34206.08,0.6208,24,0.01373,1682.63,0.347,Concessionária,2021,1,24,CLT,4849.44,47.0,Alugada,671.0,0,3,Não,0,0,,,,0.0
C007613,2022-05-01,30800.0,1931.16,28868.84,0.9373,36,0.01776,1092.27,0.3201,Revenda multimarca,2015,7,26,CLT,3412.21,16.0,Própria,607.0,0,1,Sim,0,0,,,,0.0
C007614,2024-01-01,57200.0,26254.8,30945.2,0.541,48,0.01518,912.51,0.1477,Concessionária,2015,7,47,Servidor público,6177.56,62.0,Financiada,499.0,2,0,Não,3,0,,,,0.0
C007615,2023-10-01,120200.0,17765.56,102434.44,0.8522,48,0.0153,3028.32,0.3169,Concessionária,2019,3,34,Empresário,9555.21,86.0,Alugada,809.0,0,1,Não,0,0,,,,0.0
C007616,2022-02-01,101100.0,38276.46,62823.54,0.6214,60,0.01644,1654.95,0.164,Correspondente bancário,2017,5,40,CLT,10092.72,54.0,Familiar,624.0,0,0,Não,0,0,,,,0.0
C007617,2023-04-01,22300.0,6210.55,16089.45,0.7215,24,0.01504,803.62,0.1239,Correspondente bancário,2010,12,36,CLT,6486.4,72.0,Alugada,574.0,1,3,Não,0,0,,,,0.0
C007618,2023-11-01,39000.0,14305.2,24694.8,0.6332,60,0.0172,663.09,0.1145,Concessionária,2018,4,49,CLT,5790.05,,Própria,464.0,2,2,Não,1,0,,,,0.0
C007619,2022-02-01,82500.0,9124.5,73375.5,0.8894,48,0.0169,2243.8,0.2215,Revenda multimarca,2020,2,31,CLT,10129.26,22.0,Própria,787.0,0,0,Não,0,0,,,,0.0
C007620,2024-09-01,72900.0,32877.9,40022.1,0.549,36,0.01478,1441.6,0.1308,Concessionária,2020,2,34,CLT,,44.0,Própria,919.0,0,1,Não,0,0,,,,0.0
C007621,2022-07-01,22000.0,12390.4,9609.6,0.4368,60,0.01507,244.46,0.0337,Concessionária,2019,3,41,CLT,7260.29,,Alugada,707.0,1,4,Não,12,1,7.0,9935.31,0.5093,5059.86
C007622,2022-09-01,35700.0,18574.71,17125.29,0.4797,60,0.015,434.87,0.1674,Digital,2022,0,28,CLT,,,Própria,745.0,0,0,Não,5,1,8.0,17512.85,0.88,15411.3
C007623,2022-01-01,48300.0,14915.04,33384.96,0.6912,48,0.0183,1051.1,0.1659,Revenda multimarca,2018,4,42,CLT,6333.97,53.0,Familiar,539.0,2,4,Não,0,0,,,,0.0
C007624,2023-11-01,49600.0,14111.2,35488.8,0.7155,24,0.01375,1746.13,0.2921,Concessionária,2021,1,54,CLT,5978.49,117.0,Própria,847.0,0,0,Não,0,0,,,,0.0
C007625,2023-01-01,50300.0,18942.98,31357.02,0.6234,36,0.0153,1139.3,0.0793,Digital,2021,1,47,Empresário,14363.69,52.0,Própria,738.0,1,3,Não,0,0,,,,0.0
C007626,2022-03-01,38400.0,5372.16,33027.84,0.8601,48,0.01787,1030.63,0.2318,Correspondente bancário,2020,2,66,CLT,,11.0,Financiada,674.0,2,0,Não,0,0,,,,0.0
C007627,2024-11-01,71600.0,4976.2,66623.8,0.9305,60,0.01637,1751.95,0.1421,Digital,2020,2,46,Empresário,,127.0,Própria,913.0,0,0,Não,0,0,,,,0.0
C007628,2022-04-01,74800.0,19694.84,55105.16,0.7367,60,0.01758,1493.76,0.1379,Revenda multimarca,2016,6,40,Autônomo,10830.14,,Familiar,709.0,0,1,Não,0,0,,,,0.0
C007629,2024-07-01,29600.0,18659.84,10940.16,0.3696,24,0.0125,530.45,0.1045,Concessionária,2015,7,27,Autônomo,5077.56,33.0,Alugada,757.0,2,0,Não,0,0,,,,0.0
C007630,2022-09-01,22600.0,4522.26,18077.74,0.7999,36,0.01449,648.02,0.405,Digital,2018,4,32,CLT,1600.0,25.0,Familiar,529.0,0,2,Não,0,0,,,,0.0
C007631,2022-07-01,31500.0,8460.9,23039.1,0.7314,48,0.01609,692.62,0.1765,Concessionária,2017,5,44,CLT,3924.14,44.0,Financiada,789.0,0,3,Não,0,0,,,,0.0
C007632,2024-04-01,23400.0,3339.18,20060.82,0.8573,60,0.01524,512.56,0.1041,Concessionária,2022,0,58,Autônomo,4924.2,,Própria,465.0,0,3,Sim,0,0,,,,0.0
C007633,2022-04-01,52600.0,27762.28,24837.72,0.4722,36,0.01486,895.85,0.1343,Concessionária,2020,2,74,CLT,6670.19,63.0,Própria,668.0,0,1,Não,0,0,,,,0.0
C007634,2023-01-01,44300.0,9714.99,34585.01,0.7807,36,0.01494,1249.08,0.3624,Correspondente bancário,2020,2,33,Autônomo,3446.87,48.0,Própria,668.0,0,3,Não,0,0,,,,0.0
