id_contrato,data_originacao,valor_bem,valor_entrada,valor_financiado,ltv,prazo_meses,taxa_juros_am,parcela_mensal,comprometimento_renda,canal_originacao,ano_modelo,idade_veiculo_anos,idade_cliente,ocupacao,renda_mensal_declarada,tempo_emprego_meses,tipo_residencia,score_bureau,qtd_restricoes_ativas,qtd_consultas_bureau_3m,possui_avalista,qtd_parcelas_em_atraso_12m
T002603,2025-06-01,81300.0,43796.31,37503.69,0.4613,48,0.01751,1161.57,0.1854,Revenda multimarca,2023,2,58,Empresário,6263.63,15.0,Própria,573.0,0,2,Sim,0
T002604,2025-03-01,36900.0,9269.28,27630.72,0.7488,24,0.0138,1360.29,0.3759,Concessionária,2020,5,33,CLT,3618.51,103.0,Familiar,737.0,0,1,Não,0
T002605,2025-02-01,26200.0,7980.52,18219.48,0.6954,36,0.01717,682.72,0.4267,Correspondente bancário,2013,12,30,CLT,1600.0,28.0,Própria,605.0,2,4,Não,0
T002606,2025-04-01,66900.0,14222.94,52677.06,0.7874,48,0.01622,1587.98,0.4294,Revenda multimarca,2024,1,37,CLT,3698.35,,Alugada,635.0,1,1,Não,0
T002607,2025-04-01,46000.0,15488.2,30511.8,0.6633,24,0.0144,1512.68,0.397,Concessionária,2022,3,41,Autônomo,,,Própria,667.0,0,3,Não,0
T002608,2025-03-01,31900.0,10574.85,21325.15,0.6685,24,0.01453,1058.84,0.1426,Concessionária,2024,1,33,Autônomo,7425.49,70.0,Alugada,954.0,0,0,Não,0
T002609,2025-05-01,42400.0,5677.36,36722.64,0.8661,60,0.01654,969.82,0.1456,Revenda multimarca,2021,4,32,Empresário,,49.0,Alugada,630.0,2,1,Não,0
T002610,2025-02-01,41600.0,5241.6,36358.4,0.874,60,0.01547,934.46,0.2004,Concessionária,2022,3,40,CLT,4662.81,24.0,Alugada,652.0,1,3,Não,0
T002611,2025-03-01,43800.0,23257.8,20542.2,0.469,36,0.01588,753.58,0.3896,Revenda multimarca,2020,5,37,CLT,1934.26,51.0,Familiar,646.0,0,0,Não,0
T002612,2025-02-01,31000.0,5685.4,25314.6,0.8166,48,0.0145,735.7,0.1232,Concessionária,2022,3,63,Autônomo,5972.77,15.0,Financiada,513.0,2,2,Não,0
T002613,2025-03-01,40600.0,7344.54,33255.46,0.8191,60,0.01583,862.59,0.0971,Digital,2023,2,53,Empresário,8880.39,82.0,Própria,803.0,0,2,Não,0
T002614,2025-04-01,22000.0,7882.6,14117.4,0.6417,48,0.0164,427.19,0.1594,Concessionária,2023,2,42,CLT,2680.57,37.0,Própria,539.0,1,0,Não,0
T002615,2025-05-01,43200.0,3792.96,39407.04,0.9122,48,0.01747,1219.5,0.176,Revenda multimarca,2021,4,39,Empresário,6929.01,33.0,Própria,577.0,2,2,Não,0
T002616,2025-04-01,23000.0,1568.6,21431.4,0.9318,48,0.01587,641.3,0.1605,Concessionária,2025,0,37,CLT,3994.98,41.0,Familiar,612.0,0,1,Não,0
T002617,2025-02-01,32000.0,2793.6,29206.4,0.9127,48,0.01493,856.66,0.3289,Concessionária,2024,1,42,Autônomo,2604.26,26.0,Própria,585.0,1,1,Não,0
T002618,2025-03-01,30000.0,6513.0,23487.0,0.7829,36,0.01724,881.12,0.2401,Revenda multimarca,2022,3,26,CLT,3669.68,24.0,Própria,497.0,2,6,Sim,0
T002619,2025-05-01,48100.0,4848.48,43251.52,0.8992,48,0.01752,1339.87,0.3555,Digital,2022,3,27,CLT,3768.93,11.0,Familiar,617.0,1,1,Não,0
T002620,2025-02-01,97600.0,31515.04,66084.96,0.6771,60,0.01608,1725.06,0.0728,Digital,2024,1,64,Servidor público,23700.53,158.0,Própria,1000.0,0,0,Não,0
T002621,2025-02-01,48400.0,9752.6,38647.4,0.7985,36,0.0161,1422.92,0.1093,Concessionária,2020,5,56,Empresário,13018.49,,Própria,623.0,0,1,Não,0
T002622,2025-03-01,42900.0,15512.64,27387.36,0.6384,24,0.01432,1356.52,0.1746,Concessionária,2024,1,38,CLT,7767.83,,Alugada,698.0,2,1,Não,0
T002623,2025-01-01,27400.0,11699.8,15700.2,0.573,24,0.01471,781.18,0.3136,Digital,2024,1,30,CLT,2491.3,132.0,Alugada,778.0,0,2,Não,0
T002624,2025-05-01,26800.0,10636.92,16163.08,0.6031,48,0.01628,487.86,0.0963,Revenda multimarca,2021,4,43,Servidor público,5068.4,150.0,Própria,752.0,0,0,Não,0
T002625,2025-03-01,28400.0,3720.4,24679.6,0.869,48,0.01433,714.64,0.1573,Concessionária,2023,2,52,Servidor público,4542.86,194.0,Alugada,481.0,1,0,Sim,0
T002626,2025-02-01,35800.0,7639.72,28160.28,0.7866,48,0.01511,829.15,0.107,Concessionária,2024,1,45,Servidor público,7749.49,189.0,Alugada,505.0,1,1,Sim,0
T002627,2025-05-01,22000.0,4842.2,17157.8,0.7799,24,0.01396,846.28,0.3362,Concessionária,2018,7,30,CLT,2517.03,94.0,Familiar,634.0,0,1,Sim,0
T002628,2025-06-01,46900.0,19552.61,27347.39,0.5831,60,0.01776,744.65,0.1027,Digital,2023,2,45,CLT,7251.43,51.0,Alugada,893.0,0,0,Não,0
T002629,2025-03-01,34000.0,8891.0,25109.0,0.7385,48,0.01736,775.25,0.1043,Revenda multimarca,2023,2,65,Aposentado,,117.0,Própria,560.0,0,2,Não,0
T002630,2025-06-01,53500.0,24363.9,29136.1,0.5446,48,0.01613,876.66,0.2191,Digital,2022,3,28,Autônomo,4001.0,14.0,Familiar,588.0,0,1,Não,0
T002631,2025-02-01,49900.0,26262.37,23637.63,0.4737,24,0.01618,1196.32,0.2283,Revenda multimarca,2019,6,29,CLT,5239.01,15.0,Própria,943.0,0,1,Não,0
T002632,2025-06-01,52000.0,13598.0,38402.0,0.7385,36,0.01462,1379.56,0.1672,Concessionária,2019,6,53,CLT,8253.01,,Própria,642.0,0,0,Não,0
T002633,2025-05-01,50900.0,14140.02,36759.98,0.7222,48,0.01763,1141.38,0.143,Revenda multimarca,2024,1,36,Autônomo,7980.04,57.0,Alugada,808.0,0,4,Não,0
T002634,2025-03-01,80100.0,25391.7,54708.3,0.683,60,0.01601,1425.55,0.1594,Concessionária,2024,1,53,CLT,8942.8,44.0,Financiada,728.0,1,1,Não,0
T002635,2025-05-01,79000.0,39026.0,39974.0,0.506,36,0.01591,1467.15,0.4064,Concessionária,2024,1,32,CLT,3609.76,142.0,Alugada,667.0,2,1,Sim,0
T002636,2025-05-01,38400.0,9780.48,28619.52,0.7453,60,0.01679,760.6,0.3033,Concessionária,2020,5,24,CLT,2507.83,,Financiada,825.0,0,0,Sim,0
T002637,2025-01-01,23500.0,4815.15,18684.85,0.7951,48,0.01577,557.93,0.0703,Revenda multimarca,2018,7,61,CLT,,98.0,Própria,585.0,2,1,Sim,0
T002638,2025-04-01,67700.0,19917.34,47782.66,0.7058,36,0.01619,1761.88,0.3628,Digital,2018,7,43,CLT,4855.86,32.0,Alugada,962.0,0,1,Não,0
T002639,2025-03-01,39500.0,17854.0,21646.0,0.548,48,0.01361,617.14,0.1826,Concessionária,2016,9,21,CLT,3380.0,7.0,Alugada,702.0,0,1,Não,0
T002640,2025-02-01,22000.0,1786.4,20213.6,0.9188,60,0.01595,525.91,0.3287,Concessionária,2024,1,32,Autônomo,1600.0,,Financiada,692.0,0,1,Não,0
T002641,2025-01-01,30900.0,2722.29,28177.71,0.9119,48,0.01613,847.82,0.1447,Digital,2022,3,37,Empresário,5858.36,24.0,Alugada,502.0,2,1,Não,0
T002642,2025-06-01,32800.0,6799.44,26000.56,0.7927,48,0.01621,783.63,0.1857,Revenda multimarca,2020,5,53,Autônomo,,49.0,Alugada,624.0,0,3,Não,0
T002643,2025-01-01,68800.0,16278.08,52521.92,0.7634,48,0.01628,1585.31,0.1555,Concessionária,2023,2,72,Autônomo,10195.96,21.0,Própria,588.0,0,2,Sim,0
T002644,2025-05-01,55600.0,2985.72,52614.28,0.9463,60,0.01571,1360.56,0.4377,Concessionária,2022,3,28,Autônomo,3108.49,13.0,Familiar,644.0,1,2,Não,0
T002645,2025-06-01,30200.0,3249.52,26950.48,0.8924,36,0.01431,963.17,0.2806,Concessionária,2021,4,25,CLT,3432.93,20.0,Própria,717.0,0,2,Não,0
T002646,2025-04-01,133900.0,33113.47,100786.53,0.7527,48,0.0161,3030.57,0.1632,Digital,2025,0,38,CLT,18566.2,42.0,Alugada,861.0,0,0,Não,0
T002647,2025-03-01,45800.0,10996.58,34803.42,0.7599,60,0.01574,900.68,0.1294,Concessionária,2024,1,36,Empresário,6959.43,18.0,Própria,698.0,1,1,Não,0
T002648,2025-04-01,37200.0,3753.48,33446.52,0.8991,60,0.01624,876.63,0.1657,Correspondente bancário,2023,2,46,Servidor público,5290.67,130.0,Familiar,483.0,2,2,Não,0
T002649,2025-05-01,44700.0,19806.57,24893.43,0.5569,24,0.01412,1230.12,0.1668,Digital,2022,3,29,CLT,7375.39,,Própria,1000.0,0,1,Não,0
T002650,2025-01-01,82100.0,12791.18,69308.82,0.8442,36,0.01434,2478.23,0.3343,Digital,2023,2,48,Servidor público,7412.13,42.0,Financiada,827.0,1,4,Não,0
T002651,2025-04-01,35300.0,7522.43,27777.57,0.7869,48,0.01604,834.19,0.1266,Correspondente bancário,2024,1,46,CLT,6590.1,12.0,Financiada,,2,0,Não,0
T002652,2025-01-01,47900.0,13891.0,34009.0,0.71,36,0.01633,1256.91,0.255,Revenda multimarca,2021,4,71,Aposentado,4929.25,202.0,Financiada,534.0,0,0,Não,0
T002653,2025-02-01,22900.0,8706.58,14193.42,0.6198,48,0.0154,420.5,0.1011,Revenda multimarca,2018,7,57,Autônomo,4157.42,2.0,Própria,596.0,1,1,Sim,0
T002654,2025-04-01,103200.0,33911.52,69288.48,0.6714,60,0.01774,1885.73,0.055,Revenda multimarca,2024,1,55,Empresário,34259.08,8.0,Alugada,757.0,0,0,Não,0
T002655,2025-05-01,32200.0,9086.84,23113.16,0.7178,36,0.01676,860.29,0.2239,Revenda multimarca,2020,5,48,CLT,3842.79,56.0,Própria,675.0,1,2,Não,0
T002656,2025-01-01,50200.0,7459.72,42740.28,0.8514,48,0.01646,1294.96,0.1982,Revenda multimarca,2023,2,25,CLT,6533.7,,Própria,608.0,0,2,Não,0
T002657,2025-03-01,98300.0,26875.22,71424.78,0.7266,60,0.01674,1895.82,0.1851,Concessionária,2022,3,59,CLT,10241.51,38.0,Financiada,834.0,1,1,Não,0
T002658,2025-01-01,64800.0,13232.16,51567.84,0.7958,48,0.01518,1520.63,0.3852,Concessionária,2017,8,30,CLT,3947.67,42.0,Própria,594.0,1,1,Não,0
T002659,2025-04-01,44300.0,10530.11,33769.89,0.7623,60,0.01582,875.71,0.185,Concessionária,2016,9,34,CLT,4733.82,70.0,Alugada,660.0,0,1,Não,0
T002660,2025-05-01,74900.0,23076.69,51823.31,0.6919,24,0.01517,2592.34,0.3802,Correspondente bancário,2023,2,75,Aposentado,6817.73,117.0,Alugada,591.0,2,0,Não,0
T002661,2025-05-01,48800.0,17489.92,31310.08,0.6416,24,0.01741,1607.23,0.2452,Revenda multimarca,2022,3,33,CLT,6554.4,9.0,Financiada,509.0,1,3,Não,0
T002662,2025-01-01,51500.0,24833.3,26666.7,0.5178,24,0.0139,1314.37,0.1355,Digital,2015,10,43,Empresário,9699.11,89.0,Alugada,555.0,0,1,Não,0
T002663,2025-02-01,22000.0,5722.2,16277.8,0.7399,60,0.01618,425.99,0.141,Digital,2013,12,49,CLT,3020.63,70.0,Financiada,719.0,0,0,Não,0
T002664,2025-01-01,24900.0,1914.81,22985.19,0.9231,60,0.01747,621.36,0.0838,Correspondente bancário,2021,4,36,Servidor público,7418.1,197.0,Financiada,764.0,0,3,Não,0
T002665,2025-02-01,35600.0,10747.64,24852.36,0.6981,48,0.01427,718.71,0.0822,Concessionária,2025,0,41,CLT,8743.1,8.0,Familiar,842.0,0,3,Não,0
T002666,2025-03-01,22000.0,4415.4,17584.6,0.7993,48,0.01575,524.85,0.1953,Concessionária,2021,4,54,Autônomo,2687.33,57.0,Própria,649.0,0,3,Não,0
T002667,2025-01-01,22000.0,8617.4,13382.6,0.6083,48,0.01596,401.22,0.046,Concessionária,2024,1,50,CLT,8721.39,9.0,Própria,,0,1,Não,0
T002668,2025-03-01,32700.0,4496.25,28203.75,0.8625,60,0.01691,751.82,0.2407,Correspondente bancário,2021,4,30,CLT,,32.0,Financiada,585.0,0,1,Não,0
T002669,2025-02-01,88800.0,41984.64,46815.36,0.5272,36,0.01536,1702.65,0.2077,Concessionária,2021,4,25,Servidor público,8197.35,21.0,Própria,717.0,1,0,Não,0
T002670,2025-06-01,47500.0,18905.0,28595.0,0.602,36,0.01568,1045.52,0.1226,Revenda multimarca,2017,8,36,Autônomo,8527.62,7.0,Financiada,898.0,0,1,Não,0
T002671,2025-05-01,68000.0,8724.4,59275.6,0.8717,24,0.01554,2977.87,0.246,Correspondente bancário,2022,3,61,CLT,,5.0,Própria,518.0,1,3,Não,0
T002672,2025-01-01,93500.0,7059.25,86440.75,0.9245,48,0.0155,2566.38,0.426,Concessionária,2021,4,52,CLT,6023.87,111.0,Financiada,624.0,1,0,Não,0
T002673,2025-01-01,88500.0,7903.05,80596.95,0.9107,60,0.01781,2197.32,0.3095,Revenda multimarca,2019,6,28,CLT,7098.74,70.0,Financiada,529.0,1,3,Sim,0
T002674,2025-01-01,115800.0,8858.7,106941.3,0.9235,36,0.01455,3837.28,0.2804,Concessionária,2024,1,36,CLT,13686.99,88.0,Própria,833.0,0,0,Não,0
T002675,2025-02-01,50700.0,2910.18,47789.82,0.9426,36,0.01567,1747.05,0.2508,Correspondente bancário,2015,10,29,CLT,6967.27,58.0,Financiada,530.0,0,2,Sim,0
T002676,2025-06-01,25000.0,1620.0,23380.0,0.9352,60,0.01519,596.6,0.1684,Concessionária,2020,5,32,Empresário,3542.46,16.0,Financiada,486.0,1,3,Não,0
T002677,2025-02-01,34200.0,7373.52,26826.48,0.7844,24,0.01804,1387.05,0.2839,Revenda multimarca,2022,3,55,Aposentado,4886.06,210.0,Familiar,521.0,1,2,Não,0
T002678,2025-02-01,50000.0,5635.0,44365.0,0.8873,60,0.01474,1119.06,0.2846,Concessionária,2024,1,47,Autônomo,3931.61,54.0,Própria,587.0,0,2,Sim,0
T002679,2025-03-01,77700.0,21010.08,56689.92,0.7296,48,0.01719,1744.12,0.1496,Digital,2023,2,50,Empresário,11657.01,38.0,Própria,651.0,0,1,Não,0
T002680,2025-05-01,89200.0,17625.92,71574.08,0.8024,60,0.01641,1884.03,0.2087,Concessionária,2024,1,49,CLT,9026.04,19.0,Própria,846.0,0,3,Não,0
T002681,2025-04-01,57100.0,40318.31,16781.69,0.2939,60,0.01699,448.24,0.0461,Correspondente bancário,2023,2,29,Empresário,9716.83,22.0,Própria,892.0,0,1,Não,0
T002682,2025-01-01,50000.0,5750.0,44250.0,0.885,24,0.01484,2205.04,0.3838,Correspondente bancário,2022,3,31,Servidor público,,21.0,Financiada,558.0,0,0,Não,0
T002683,2025-02-01,41600.0,11573.12,30026.88,0.7218,60,0.01669,796.0,0.1068,Digital,2024,1,39,Autônomo,,12.0,Própria,892.0,0,2,Não,0
T002684,2025-03-01,42300.0,4636.08,37663.92,0.8904,36,0.01532,1368.91,0.3092,Concessionária,2021,4,29,CLT,4427.72,42.0,Familiar,585.0,1,2,Não,0
T002685,2025-06-01,53200.0,27653.36,25546.64,0.4802,60,0.01677,678.59,0.2842,Revenda multimarca,2024,1,28,Servidor público,2387.62,75.0,Familiar,613.0,1,1,Não,0
T002686,2025-02-01,100000.0,12670.0,87330.0,0.8733,60,0.01812,2399.27,0.3822,Revenda multimarca,2023,2,39,CLT,6277.48,59.0,Alugada,719.0,0,0,Não,0
T002687,2025-03-01,76600.0,29866.34,46733.66,0.6101,36,0.01609,1720.36,0.1892,Digital,2023,2,53,Aposentado,9091.99,72.0,Alugada,687.0,1,1,Não,0
T002688,2025-05-01,34900.0,15317.61,19582.39,0.5611,24,0.01624,991.77,0.2276,Correspondente bancário,2020,5,41,CLT,,5.0,Alugada,596.0,0,3,Não,0
T002689,2025-05-01,46700.0,7070.38,39629.62,0.8486,60,0.01517,1010.73,0.1726,Concessionária,2024,1,59,Autônomo,5854.52,13.0,Financiada,716.0,0,3,Não,0
T002690,2025-05-01,204800.0,11182.08,193617.92,0.9454,24,0.01468,9630.32,0.3495,Concessionária,2024,1,41,Empresário,27553.48,50.0,Financiada,857.0,0,0,Não,0
T002691,2025-04-01,33700.0,5365.04,28334.96,0.8408,48,0.01663,861.58,0.3541,Revenda multimarca,2015,10,36,CLT,2433.39,27.0,Financiada,637.0,1,1,Não,0
T002692,2025-01-01,51100.0,13383.09,37716.91,0.7381,48,0.01655,1144.93,0.2066,Concessionária,2015,10,65,Aposentado,5541.14,141.0,Alugada,630.0,0,1,Não,0
T002693,2025-02-01,34800.0,10826.28,23973.72,0.6889,36,0.01478,863.54,0.1955,Digital,2016,9,30,CLT,,25.0,Própria,567.0,2,0,Não,0
T002694,2025-06-01,25700.0,12282.03,13417.97,0.5221,60,0.01573,347.15,0.0307,Concessionária,2021,4,41,Servidor público,11313.54,41.0,Familiar,540.0,0,1,Não,0
T002695,2025-04-01,82600.0,7293.58,75306.42,0.9117,36,0.01752,2838.1,0.2187,Revenda multimarca,2024,1,30,CLT,12979.24,84.0,Financiada,859.0,1,0,Não,0
T002696,2025-06-01,23200.0,9996.88,13203.12,0.5691,36,0.01645,488.93,0.1555,Revenda multimarca,2024,1,27,Autônomo,3143.39,39.0,Alugada,,2,2,Não,0
T002697,2025-06-01,46000.0,24890.6,21109.4,0.4589,24,0.01378,1039.0,0.3293,Revenda multimarca,2018,7,28,CLT,3155.49,104.0,Familiar,791.0,1,1,Não,0
T002698,2025-05-01,48900.0,11403.48,37496.52,0.7668,60,0.01512,955.1,0.2967,Concessionária,2016,9,27,CLT,3219.43,32.0,Alugada,542.0,2,2,Não,0
T002699,2025-01-01,29400.0,3845.52,25554.48,0.8692,48,0.01628,771.33,0.0744,Correspondente bancário,2024,1,37,Servidor público,10361.81,,Própria,720.0,0,0,Não,0
T002700,2025-04-01,31000.0,1807.3,29192.7,0.9417,48,0.01721,898.52,0.1641,Revenda multimarca,2022,3,36,CLT,,25.0,Alugada,470.0,2,5,Não,0
T002701,2025-05-01,22000.0,6699.0,15301.0,0.6955,48,0.01629,461.94,0.2491,Correspondente bancário,2021,4,26,Servidor público,1854.68,96.0,Própria,461.0,1,3,Não,0
T002702,2025-06-01,55800.0,10216.98,45583.02,0.8169,60,0.01586,1183.25,0.1951,Concessionária,2021,4,48,Autônomo,6064.8,133.0,Própria,608.0,1,1,Não,0
T002703,2025-03-01,25300.0,9252.21,16047.79,0.6343,60,0.01724,431.33,0.081,Revenda multimarca,2023,2,22,CLT,5323.02,48.0,Familiar,487.0,2,3,Sim,0
T002704,2025-06-01,27400.0,4701.84,22698.16,0.8284,60,0.01598,591.0,0.115,Concessionária,2022,3,32,Autônomo,5141.23,127.0,Familiar,621.0,2,1,Não,0
T002705,2025-03-01,42600.0,12997.26,29602.74,0.6949,60,0.01745,799.85,0.2838,Digital,2022,3,38,CLT,2818.57,,Própria,490.0,0,4,Não,0
T002706,2025-02-01,56100.0,23309.55,32790.45,0.5845,24,0.0179,1692.7,0.2118,Revenda multimarca,2022,3,30,CLT,7992.55,,Familiar,601.0,0,0,Não,0
T002707,2025-01-01,193700.0,74981.27,118718.73,0.6129,48,0.01762,3685.41,0.1036,Revenda multimarca,2021,4,38,Empresário,35560.17,51.0,Financiada,768.0,2,1,Não,0
T002708,2025-02-01,29900.0,13386.23,16513.77,0.5523,24,0.01638,837.71,0.3646,Revenda multimarca,2019,6,41,Servidor público,,,Alugada,737.0,0,2,Sim,0
T002709,2025-06-01,29600.0,15421.6,14178.4,0.479,48,0.01466,413.47,0.0733,Concessionária,2022,3,36,CLT,5643.96,97.0,Financiada,533.0,1,3,Não,0
T002710,2025-05-01,22000.0,11697.4,10302.6,0.4683,36,0.014,366.29,0.1798,Digital,2022,3,28,CLT,2037.5,91.0,Alugada,492.0,1,4,Não,0
T002711,2025-04-01,22000.0,8377.6,13622.4,0.6192,60,0.01472,343.43,0.1788,Concessionária,2023,2,48,CLT,1920.83,36.0,Familiar,503.0,1,5,Não,0
T002712,2025-01-01,30000.0,5295.0,24705.0,0.8235,60,0.01861,687.0,0.2402,Revenda multimarca,2019,6,54,Autônomo,2859.85,27.0,Familiar,567.0,1,1,Sim,0
T002713,2025-04-01,49900.0,13717.51,36182.49,0.7251,36,0.01447,1296.57,0.1595,Concessionária,2022,3,44,Servidor público,8127.3,105.0,Própria,609.0,0,0,Sim,0
T002714,2025-01-01,72900.0,23138.46,49761.54,0.6826,60,0.01672,1320.15,0.1099,Concessionária,2021,4,41,CLT,12008.71,44.0,Própria,662.0,0,5,Não,0
T002715,2025-04-01,26500.0,3262.15,23237.85,0.8769,60,0.01575,601.52,0.0997,Concessionária,2022,3,59,CLT,,43.0,Própria,482.0,2,3,Não,0
T002716,2025-05-01,43500.0,4872.0,38628.0,0.888,36,0.01463,1387.91,0.2196,Concessionária,2023,2,26,CLT,6321.3,,Própria,647.0,1,1,Não,0
T002717,2025-05-01,24100.0,13729.77,10370.23,0.4303,36,0.01528,376.66,0.0374,Concessionária,2022,3,57,Autônomo,10070.15,53.0,Própria,676.0,0,0,Não,0
T002718,2025-06-01,29200.0,12643.6,16556.4,0.567,60,0.01702,442.56,0.1947,Digital,2020,5,58,CLT,2273.47,108.0,Própria,775.0,1,2,Não,0
T002719,2025-06-01,38800.0,5715.24,33084.76,0.8527,60,0.01915,932.29,0.22,Revenda multimarca,2025,0,37,Empresário,4236.77,,Própria,636.0,0,1,Não,0
T002720,2025-05-01,71400.0,31373.16,40026.84,0.5606,48,0.01802,1252.93,0.0598,Revenda multimarca,2024,1,63,Autônomo,20945.39,24.0,Própria,708.0,0,1,Não,0
T002721,2025-02-01,58600.0,19226.66,39373.34,0.6719,24,0.01476,1960.2,0.4096,Digital,2022,3,39,CLT,4785.85,,Familiar,727.0,1,2,Não,0
T002722,2025-05-01,32100.0,5023.65,27076.35,0.8435,60,0.01518,690.75,0.1644,Concessionária,2023,2,42,CLT,4202.29,19.0,Financiada,612.0,1,0,Sim,0
T002723,2025-01-01,83800.0,36704.4,47095.6,0.562,48,0.01444,1366.95,0.2899,Concessionária,2013,12,32,CLT,4714.75,,Financiada,737.0,1,1,Não,0
T002724,2025-02-01,79500.0,10621.2,68878.8,0.8664,24,0.01346,3377.52,0.1152,Concessionária,2023,2,35,CLT,29327.97,47.0,Própria,929.0,0,1,Não,0
T002725,2025-01-01,25300.0,2170.74,23129.26,0.9142,36,0.01392,821.22,0.297,Concessionária,2025,0,34,CLT,2764.67,115.0,Familiar,546.0,1,2,Não,0
T002726,2025-05-01,36500.0,6902.15,29597.85,0.8109,36,0.01562,1081.11,0.3559,Revenda multimarca,2022,3,37,Autônomo,3037.49,71.0,Alugada,596.0,0,0,Não,0
T002727,2025-04-01,114300.0,53721.0,60579.0,0.53,36,0.01469,2178.79,0.1129,Concessionária,2024,1,31,Empresário,19293.15,28.0,Financiada,848.0,0,0,Não,0
T002728,2025-01-01,76500.0,8262.0,68238.0,0.892,48,0.01631,2060.98,0.2187,Concessionária,2023,2,66,Aposentado,9422.82,37.0,Financiada,806.0,1,0,Sim,0
T002729,2025-05-01,22000.0,9737.2,12262.8,0.5574,48,0.01461,357.23,0.1175,Digital,2019,6,33,Autônomo,3039.8,67.0,Alugada,512.0,1,3,Não,0
T002730,2025-05-01,31800.0,6299.58,25500.42,0.8019,60,0.01776,694.36,0.3412,Revenda multimarca,2015,10,28,Autônomo,2034.91,15.0,Alugada,487.0,2,4,Sim,0
T002731,2025-04-01,37200.0,13525.92,23674.08,0.6364,36,0.01673,880.73,0.4387,Revenda multimarca,2021,4,37,CLT,2007.66,44.0,Financiada,508.0,0,2,Não,0
T002732,2025-02-01,36200.0,2400.06,33799.94,0.9337,36,0.01541,1230.31,0.3302,Correspondente bancário,2018,7,33,Autônomo,3726.18,108.0,Familiar,726.0,0,1,Sim,0
T002733,2025-02-01,54400.0,26117.44,28282.56,0.5199,48,0.01636,855.11,0.3948,Digital,2015,10,35,Autônomo,2166.13,6.0,Alugada,530.0,1,5,Não,0
T002734,2025-03-01,24900.0,14394.69,10505.31,0.4219,24,0.01719,537.9,0.1523,Revenda multimarca,2023,2,25,Servidor público,3530.88,22.0,Familiar,623.0,1,0,Não,0
T002735,2025-04-01,28700.0,10334.87,18365.13,0.6399,24,0.01565,923.8,0.2365,Digital,2013,12,27,Autônomo,3905.84,108.0,Própria,701.0,0,0,Não,0
T002736,2025-05-01,56400.0,12605.4,43794.6,0.7765,48,0.01741,1353.59,0.3664,Revenda multimarca,2023,2,42,CLT,3694.43,52.0,Financiada,575.0,1,0,Não,0
T002737,2025-04-01,62500.0,7543.75,54956.25,0.8793,24,0.01575,2767.6,0.2013,Digital,2025,0,39,Empresário,13749.54,34.0,Própria,622.0,1,0,Não,0
T002738,2025-01-01,29800.0,2988.94,26811.06,0.8997,60,0.01679,712.54,0.1511,Concessionária,2020,5,39,Servidor público,4716.7,54.0,Própria,614.0,0,0,Não,0
T002739,2025-04-01,50700.0,15498.99,35201.01,0.6943,24,0.01517,1760.85,0.1979,Concessionária,2022,3,35,Empresário,8897.65,28.0,Financiada,706.0,2,3,Sim,0
T002740,2025-03-01,34400.0,12294.56,22105.44,0.6426,36,0.0172,828.74,0.1418,Revenda multimarca,2022,3,40,CLT,5844.91,9.0,Alugada,832.0,0,1,Não,0
T002741,2025-02-01,40500.0,9375.75,31124.25,0.7685,48,0.01779,969.62,0.0852,Correspondente bancário,2024,1,33,CLT,11383.22,13.0,Familiar,765.0,1,1,Não,0
T002742,2025-03-01,57600.0,13288.32,44311.68,0.7693,24,0.0146,2201.96,0.168,Revenda multimarca,2018,7,40,CLT,13107.26,83.0,Própria,834.0,0,0,Não,0
T002743,2025-02-01,63800.0,10341.98,53458.02,0.8379,48,0.01514,1575.03,0.2151,Concessionária,2022,3,29,Empresário,7321.46,17.0,Financiada,531.0,1,0,Não,0
T002744,2025-05-01,22700.0,5849.79,16850.21,0.7423,48,0.01639,509.78,0.1123,Digital,2024,1,29,CLT,4540.61,82.0,Familiar,757.0,0,1,Não,0
T002745,2025-06-01,32600.0,11755.56,20844.44,0.6394,36,0.01516,755.59,0.086,Digital,2021,4,28,CLT,8783.5,,Alugada,698.0,0,0,Não,0
T002746,2025-03-01,52700.0,19367.25,33332.75,0.6325,24,0.01474,1659.09,0.1366,Concessionária,2022,3,57,CLT,12146.01,71.0,Própria,490.0,0,2,Não,0
T002747,2025-03-01,89800.0,33567.24,56232.76,0.6262,24,0.01639,2852.9,0.2832,Correspondente bancário,2017,8,75,Autônomo,10072.85,8.0,Alugada,576.0,1,5,Não,0
T002748,2025-06-01,75500.0,13997.7,61502.3,0.8146,48,0.0154,1822.09,0.1422,Digital,2023,2,50,Autônomo,12811.65,22.0,Financiada,700.0,0,1,Não,0
T002749,2025-04-01,22000.0,2965.6,19034.4,0.8652,48,0.01502,559.37,0.3496,Digital,2017,8,32,CLT,1600.0,55.0,Familiar,715.0,0,0,Sim,0
T002750,2025-04-01,63100.0,8253.48,54846.52,0.8692,48,0.01682,1674.38,0.1615,Revenda multimarca,2021,4,37,Autônomo,10370.43,,Familiar,536.0,1,0,Não,0
T002751,2025-05-01,24100.0,7837.32,16262.68,0.6748,24,0.01446,806.82,0.3091,Concessionária,2016,9,32,Autônomo,2610.03,49.0,Familiar,846.0,1,2,Não,0
T002752,2025-02-01,125500.0,61469.9,64030.1,0.5102,36,0.01522,2323.33,0.0971,Concessionária,2024,1,25,Servidor público,23931.02,17.0,Financiada,801.0,2,1,Não,0
