id_proposta,data_proposta,valor_bem,valor_entrada_desejada,pct_entrada_desejada,valor_financiado_desejado,ltv_desejado,prazo_desejado_meses,canal_originacao,ano_modelo,idade_veiculo_anos,idade_cliente,ocupacao,renda_mensal_declarada,tempo_emprego_meses,tipo_residencia,score_bureau,qtd_restricoes_ativas,qtd_consultas_bureau_3m,possui_avalista,qtd_parcelas_em_atraso_12m
P003735,2025-09-01,52000.0,5553.6,0.1068,46446.4,0.8932,24,Revenda multimarca,2021,4,35,CLT,3836.78,,Própria,562.0,2,2,Não,0
P003736,2025-10-01,29700.0,7246.8,0.244,22453.2,0.756,60,Revenda multimarca,2022,3,40,CLT,4857.93,70.0,Alugada,531.0,2,3,Não,0
P003737,2025-11-01,60800.0,17139.52,0.2819,43660.48,0.7181,48,Concessionária,2023,2,42,CLT,15764.73,31.0,Própria,606.0,0,1,Não,0
P003738,2025-08-01,29700.0,7252.74,0.2442,22447.26,0.7558,60,Correspondente bancário,2020,5,36,CLT,4184.78,46.0,Própria,533.0,1,0,Não,0
P003739,2025-09-01,52000.0,17648.8,0.3394,34351.2,0.6606,60,Concessionária,2023,2,41,CLT,8508.05,46.0,Própria,623.0,0,1,Não,0
P003740,2025-07-01,22000.0,1526.8,0.0694,20473.2,0.9306,48,Concessionária,2025,0,69,Aposentado,2398.92,511.0,Familiar,536.0,4,0,Não,0
P003741,2025-11-01,74400.0,20340.96,0.2734,54059.04,0.7266,36,Digital,2023,2,31,Empresário,8562.28,113.0,Alugada,609.0,1,1,Não,0
P003742,2025-11-01,43400.0,7451.78,0.1717,35948.22,0.8283,60,Concessionária,2021,4,37,CLT,5502.68,12.0,Própria,509.0,0,0,Sim,0
P003743,2025-07-01,24100.0,5046.54,0.2094,19053.46,0.7906,24,Revenda multimarca,2023,2,43,Autônomo,1600.0,12.0,Própria,356.0,1,6,Não,0
P003744,2025-09-01,43600.0,19114.24,0.4384,24485.76,0.5616,48,Revenda multimarca,2017,8,46,CLT,,5.0,Própria,548.0,4,2,Não,0
P003745,2025-10-01,64400.0,4050.76,0.0629,60349.24,0.9371,36,Digital,2022,3,25,Servidor público,4659.04,84.0,Financiada,526.0,0,3,Não,0
P003746,2025-09-01,48400.0,19703.64,0.4071,28696.36,0.5929,60,Concessionária,2022,3,37,CLT,5162.34,24.0,Financiada,317.0,5,1,Não,0
P003747,2025-07-01,40800.0,999.6,0.0245,39800.4,0.9755,36,Concessionária,2021,4,53,Servidor público,8584.7,61.0,Financiada,410.0,3,4,Não,0
P003748,2025-12-01,28900.0,10383.77,0.3593,18516.23,0.6407,24,Concessionária,2018,7,24,CLT,4517.88,32.0,Financiada,,4,5,Não,0
P003749,2025-09-01,22000.0,7429.4,0.3377,14570.6,0.6623,24,Revenda multimarca,2016,9,44,CLT,2863.38,53.0,Própria,373.0,5,1,Não,0
P003750,2025-08-01,36200.0,7884.36,0.2178,28315.64,0.7822,60,Concessionária,2020,5,37,CLT,2630.61,81.0,Alugada,533.0,1,6,Não,0
P003751,2025-07-01,40100.0,14195.4,0.354,25904.6,0.646,36,Concessionária,2023,2,22,CLT,5144.73,19.0,Própria,821.0,0,1,Não,0
P003752,2025-12-01,22000.0,2048.2,0.0931,19951.8,0.9069,60,Concessionária,2021,4,27,CLT,2841.43,75.0,Própria,,0,0,Não,0
P003753,2025-09-01,70300.0,10151.32,0.1444,60148.68,0.8556,48,Correspondente bancário,2024,1,39,Empresário,5510.86,30.0,Financiada,795.0,0,0,Não,0
P003754,2025-08-01,66500.0,32385.5,0.487,34114.5,0.513,36,Revenda multimarca,2023,2,30,CLT,,28.0,Financiada,591.0,0,0,Sim,0
P003755,2025-07-01,22000.0,10177.2,0.4626,11822.8,0.5374,36,Revenda multimarca,2022,3,59,Servidor público,2226.01,8.0,Financiada,328.0,3,5,Não,0
P003756,2025-07-01,22000.0,14680.6,0.6673,7319.4,0.3327,60,Digital,2016,9,30,CLT,1600.0,2.0,Financiada,232.0,5,2,Não,0
P003757,2025-11-01,25200.0,10715.04,0.4252,14484.96,0.5748,60,Revenda multimarca,2022,3,27,CLT,6549.1,106.0,Financiada,648.0,0,1,Não,0
P003758,2025-08-01,22500.0,6662.25,0.2961,15837.75,0.7039,24,Digital,2016,9,46,Autônomo,2646.12,29.0,Familiar,587.0,1,2,Não,0
P003759,2025-10-01,23500.0,5931.4,0.2524,17568.6,0.7476,48,Correspondente bancário,2019,6,24,CLT,,72.0,Alugada,462.0,2,1,Não,0
P003760,2025-12-01,26700.0,6891.27,0.2581,19808.73,0.7419,60,Digital,2019,6,67,Aposentado,2674.5,67.0,Própria,673.0,0,0,Não,0
P003761,2025-11-01,42400.0,3726.96,0.0879,38673.04,0.9121,48,Correspondente bancário,2018,7,29,CLT,1600.0,9.0,Própria,416.0,5,3,Não,0
P003762,2025-10-01,22000.0,1900.8,0.0864,20099.2,0.9136,48,Concessionária,2019,6,30,Autônomo,3507.81,8.0,Própria,369.0,4,3,Não,0
P003763,2025-11-01,38200.0,13866.6,0.363,24333.4,0.637,24,Revenda multimarca,2024,1,42,CLT,10493.3,120.0,Financiada,618.0,0,2,Não,0
P003764,2025-11-01,32500.0,5079.75,0.1563,27420.25,0.8437,36,Digital,2020,5,39,Servidor público,3420.43,31.0,Própria,578.0,0,1,Não,0
P003765,2025-09-01,74300.0,12036.6,0.162,62263.4,0.838,60,Revenda multimarca,2019,6,44,Servidor público,6803.81,7.0,Financiada,324.0,5,3,Não,0
P003766,2025-11-01,22500.0,4248.0,0.1888,18252.0,0.8112,48,Correspondente bancário,2024,1,29,Servidor público,3376.51,132.0,Alugada,687.0,1,1,Não,0
P003767,2025-08-01,33600.0,21184.8,0.6305,12415.2,0.3695,60,Revenda multimarca,2022,3,27,Servidor público,4149.12,32.0,Alugada,777.0,0,1,Não,0
P003768,2025-08-01,33600.0,3356.64,0.0999,30243.36,0.9001,48,Concessionária,2021,4,34,CLT,4245.25,59.0,Financiada,603.0,0,3,Sim,0
P003769,2025-10-01,30500.0,5645.55,0.1851,24854.45,0.8149,48,Concessionária,2017,8,25,CLT,3169.39,84.0,Alugada,,1,1,Não,0
P003770,2025-12-01,58300.0,1166.0,0.02,57134.0,0.98,36,Correspondente bancário,2019,6,30,CLT,,3.0,Alugada,485.0,1,3,Sim,0
P003771,2025-09-01,34300.0,18010.93,0.5251,16289.07,0.4749,48,Concessionária,2022,3,30,CLT,5181.2,82.0,Familiar,550.0,1,2,Não,0
P003772,2025-09-01,47800.0,6701.56,0.1402,41098.44,0.8598,24,Concessionária,2023,2,38,Autônomo,2883.94,168.0,Própria,675.0,0,1,Não,0
P003773,2025-11-01,58800.0,11718.84,0.1993,47081.16,0.8007,48,Concessionária,2019,6,75,Aposentado,9253.92,116.0,Familiar,725.0,0,1,Não,0
P003774,2025-09-01,32400.0,22848.48,0.7052,9551.52,0.2948,24,Digital,2019,6,26,CLT,4817.14,29.0,Financiada,785.0,0,1,Não,0
P003775,2025-07-01,22000.0,8507.4,0.3867,13492.6,0.6133,60,Concessionária,2022,3,25,Autônomo,1717.29,33.0,Familiar,306.0,5,4,Não,0
P003776,2025-07-01,53000.0,3466.2,0.0654,49533.8,0.9346,48,Revenda multimarca,2014,11,32,CLT,3493.83,104.0,Familiar,612.0,2,4,Não,0
P003777,2025-12-01,124000.0,36108.8,0.2912,87891.2,0.7088,48,Concessionária,2023,2,32,CLT,9213.48,18.0,Alugada,852.0,1,0,Não,0
P003778,2025-12-01,27600.0,5746.32,0.2082,21853.68,0.7918,48,Revenda multimarca,2022,3,26,Autônomo,1600.0,,Familiar,256.0,5,0,Não,0
P003779,2025-12-01,32300.0,4444.48,0.1376,27855.52,0.8624,48,Revenda multimarca,2023,2,50,Servidor público,3485.89,92.0,Familiar,,1,2,Não,0
P003780,2025-11-01,41200.0,2653.28,0.0644,38546.72,0.9356,48,Correspondente bancário,2024,1,25,Servidor público,8464.29,30.0,Própria,,0,0,Não,0
P003781,2025-12-01,22000.0,4173.4,0.1897,17826.6,0.8103,48,Digital,2020,5,51,Autônomo,1600.0,104.0,Alugada,280.0,5,3,Não,0
P003782,2025-12-01,22300.0,8311.21,0.3727,13988.79,0.6273,36,Concessionária,2024,1,29,CLT,8472.58,100.0,Alugada,616.0,1,2,Não,0
P003783,2025-09-01,46800.0,4441.32,0.0949,42358.68,0.9051,36,Concessionária,2022,3,30,Servidor público,8936.01,37.0,Financiada,733.0,0,1,Não,0
P003784,2025-12-01,46400.0,3345.44,0.0721,43054.56,0.9279,48,Correspondente bancário,2019,6,37,CLT,2721.78,42.0,Financiada,419.0,1,1,Sim,0
P003785,2025-08-01,22000.0,2884.2,0.1311,19115.8,0.8689,60,Concessionária,2020,5,46,CLT,4942.32,22.0,Financiada,170.0,5,10,Sim,0
P003786,2025-12-01,36500.0,730.0,0.02,35770.0,0.98,36,Digital,2021,4,41,CLT,3474.72,174.0,Financiada,450.0,2,3,Não,0
P003787,2025-10-01,41600.0,2371.2,0.057,39228.8,0.943,36,Concessionária,2022,3,35,Empresário,,17.0,Própria,606.0,0,4,Sim,0
P003788,2025-10-01,73000.0,2248.4,0.0308,70751.6,0.9692,60,Concessionária,2025,0,34,Autônomo,3047.76,8.0,Própria,565.0,0,0,Sim,0
P003789,2025-12-01,23900.0,12036.04,0.5036,11863.96,0.4964,24,Revenda multimarca,2020,5,50,CLT,3539.83,16.0,Própria,517.0,1,0,Não,0
P003790,2025-08-01,22000.0,3135.0,0.1425,18865.0,0.8575,48,Correspondente bancário,2021,4,43,Autônomo,1600.0,,Própria,363.0,2,1,Sim,0
P003791,2025-09-01,28900.0,14227.47,0.4923,14672.53,0.5077,24,Concessionária,2023,2,33,CLT,2035.0,17.0,Própria,598.0,1,3,Não,0
P003792,2025-09-01,38700.0,11803.5,0.305,26896.5,0.695,60,Revenda multimarca,2023,2,35,Servidor público,2963.14,25.0,Familiar,622.0,0,0,Não,0
P003793,2025-08-01,68800.0,10340.64,0.1503,58459.36,0.8497,60,Digital,2021,4,37,Servidor público,4295.45,82.0,Financiada,580.0,0,0,Não,0
P003794,2025-07-01,51500.0,5160.3,0.1002,46339.7,0.8998,60,Digital,2020,5,27,Servidor público,6011.31,93.0,Financiada,464.0,2,1,Não,0
P003795,2025-09-01,24400.0,4845.84,0.1986,19554.16,0.8014,48,Concessionária,2023,2,37,CLT,2304.63,10.0,Financiada,503.0,1,2,Não,0
P003796,2025-12-01,28900.0,6566.08,0.2272,22333.92,0.7728,48,Revenda multimarca,2021,4,24,CLT,2633.27,72.0,Financiada,392.0,1,3,Sim,0
P003797,2025-09-01,72500.0,30261.5,0.4174,42238.5,0.5826,60,Concessionária,2018,7,28,CLT,6198.28,24.0,Financiada,618.0,2,0,Não,0
P003798,2025-10-01,22000.0,5957.6,0.2708,16042.4,0.7292,24,Concessionária,2022,3,33,Empresário,5081.66,84.0,Familiar,590.0,1,0,Não,0
P003799,2025-09-01,22000.0,6868.4,0.3122,15131.6,0.6878,48,Concessionária,2023,2,40,Autônomo,2339.49,60.0,Financiada,542.0,0,3,Não,0
P003800,2025-12-01,24800.0,7130.0,0.2875,17670.0,0.7125,48,Concessionária,2013,12,25,Autônomo,1867.03,84.0,Familiar,660.0,1,1,Não,0
P003801,2025-12-01,36200.0,7583.9,0.2095,28616.1,0.7905,48,Concessionária,2023,2,28,CLT,6999.95,11.0,Alugada,841.0,0,1,Não,0
P003802,2025-11-01,72800.0,18658.64,0.2563,54141.36,0.7437,36,Revenda multimarca,2023,2,31,Servidor público,7375.29,,Própria,841.0,0,2,Não,0
P003803,2025-09-01,40000.0,9924.0,0.2481,30076.0,0.7519,60,Concessionária,2020,5,44,Autônomo,3979.25,73.0,Alugada,435.0,0,5,Sim,0
P003804,2025-11-01,40800.0,11538.24,0.2828,29261.76,0.7172,48,Revenda multimarca,2019,6,43,CLT,3405.19,50.0,Alugada,542.0,4,3,Não,0
P003805,2025-11-01,50900.0,13234.0,0.26,37666.0,0.74,24,Digital,2018,7,33,CLT,6726.86,52.0,Alugada,424.0,2,1,Sim,0
P003806,2025-12-01,22000.0,440.0,0.02,21560.0,0.98,36,Correspondente bancário,2024,1,26,CLT,,66.0,Financiada,680.0,1,1,Não,0
P003807,2025-10-01,56500.0,16927.4,0.2996,39572.6,0.7004,24,Digital,2018,7,72,CLT,8333.1,15.0,Financiada,525.0,0,0,Não,0
P003808,2025-08-01,25000.0,4525.0,0.181,20475.0,0.819,36,Revenda multimarca,2016,9,32,CLT,1807.84,53.0,Financiada,542.0,3,2,Não,0
P003809,2025-11-01,36500.0,14610.95,0.4003,21889.05,0.5997,60,Concessionária,2024,1,38,CLT,3734.91,2.0,Própria,467.0,3,2,Não,0
P003810,2025-10-01,49100.0,26725.13,0.5443,22374.87,0.4557,36,Digital,2020,5,49,Autônomo,3899.03,58.0,Própria,716.0,0,1,Não,0
P003811,2025-08-01,68600.0,1372.0,0.02,67228.0,0.98,60,Concessionária,2022,3,36,CLT,8650.87,15.0,Própria,589.0,1,2,Não,0
P003812,2025-08-01,56700.0,7762.23,0.1369,48937.77,0.8631,24,Revenda multimarca,2023,2,38,CLT,10167.9,52.0,Alugada,588.0,0,3,Não,0
P003813,2025-10-01,22000.0,2224.2,0.1011,19775.8,0.8989,60,Correspondente bancário,2015,10,40,Empresário,3904.27,57.0,Própria,371.0,4,4,Sim,0
P003814,2025-08-01,32800.0,18158.08,0.5536,14641.92,0.4464,48,Digital,2025,0,31,CLT,6264.12,102.0,Alugada,700.0,0,1,Não,0
P003815,2025-11-01,69200.0,1384.0,0.02,67816.0,0.98,36,Digital,2023,2,33,Empresário,16215.77,2.0,Familiar,760.0,1,1,Não,0
P003816,2025-07-01,25200.0,4347.0,0.1725,20853.0,0.8275,48,Digital,2021,4,36,Autônomo,2298.31,,Financiada,585.0,2,4,Sim,0
P003817,2025-08-01,29500.0,3315.8,0.1124,26184.2,0.8876,36,Revenda multimarca,2020,5,55,Empresário,5007.68,116.0,Alugada,360.0,4,4,Não,0
P003818,2025-10-01,43300.0,2831.82,0.0654,40468.18,0.9346,60,Concessionária,2022,3,26,Servidor público,2058.6,37.0,Alugada,,3,3,Sim,0
P003819,2025-10-01,28000.0,5885.6,0.2102,22114.4,0.7898,60,Digital,2020,5,36,CLT,7136.52,19.0,Própria,498.0,0,0,Não,0
P003820,2025-07-01,40200.0,9660.06,0.2403,30539.94,0.7597,60,Revenda multimarca,2024,1,51,Servidor público,4895.89,25.0,Alugada,308.0,5,3,Sim,0
P003821,2025-12-01,29800.0,5364.0,0.18,24436.0,0.82,48,Concessionária,2022,3,66,Servidor público,5726.28,112.0,Financiada,538.0,2,1,Não,0
P003822,2025-09-01,27800.0,8284.4,0.298,19515.6,0.702,36,Revenda multimarca,2014,11,41,CLT,5542.34,20.0,Própria,423.0,2,1,Não,0
P003823,2025-08-01,46900.0,9858.38,0.2102,37041.62,0.7898,48,Revenda multimarca,2020,5,40,Autônomo,3066.45,7.0,Familiar,432.0,5,1,Não,0
P003824,2025-10-01,38400.0,4323.84,0.1126,34076.16,0.8874,36,Correspondente bancário,2020,5,33,Empresário,6609.42,,Alugada,502.0,2,5,Não,0
P003825,2025-08-01,50600.0,21231.76,0.4196,29368.24,0.5804,24,Concessionária,2024,1,69,CLT,7187.04,18.0,Familiar,721.0,0,0,Não,0
P003826,2025-07-01,29900.0,2439.84,0.0816,27460.16,0.9184,36,Concessionária,2016,9,32,CLT,3252.78,48.0,Alugada,706.0,0,0,Não,0
P003827,2025-09-01,33700.0,8778.85,0.2605,24921.15,0.7395,60,Concessionária,2021,4,31,Autônomo,1951.21,23.0,Alugada,625.0,1,4,Não,0
P003828,2025-09-01,93300.0,6857.55,0.0735,86442.45,0.9265,48,Revenda multimarca,2023,2,42,Empresário,6039.08,53.0,Própria,772.0,0,0,Sim,0
P003829,2025-07-01,64700.0,23097.9,0.357,41602.1,0.643,48,Concessionária,2025,0,25,Empresário,22224.75,5.0,Familiar,949.0,0,0,Não,0
P003830,2025-11-01,35400.0,8864.16,0.2504,26535.84,0.7496,24,Concessionária,2024,1,48,CLT,9255.96,21.0,Financiada,946.0,0,0,Não,0
P003831,2025-07-01,37900.0,19510.92,0.5148,18389.08,0.4852,24,Correspondente bancário,2024,1,51,CLT,4497.38,76.0,Familiar,483.0,1,2,Não,0
P003832,2025-09-01,27300.0,4007.64,0.1468,23292.36,0.8532,48,Correspondente bancário,2019,6,47,Autônomo,5971.13,66.0,Alugada,559.0,0,0,Não,0
P003833,2025-09-01,60600.0,24761.16,0.4086,35838.84,0.5914,48,Correspondente bancário,2024,1,60,CLT,12925.51,41.0,Financiada,714.0,1,0,Não,0
P003834,2025-09-01,38100.0,4933.95,0.1295,33166.05,0.8705,36,Concessionária,2018,7,29,CLT,4205.13,111.0,Própria,609.0,1,1,Não,0
P003835,2025-09-01,104900.0,13678.96,0.1304,91221.04,0.8696,36,Concessionária,2022,3,36,CLT,8730.58,120.0,Própria,1000.0,0,1,Não,0
P003836,2025-12-01,22000.0,4576.0,0.208,17424.0,0.792,48,Concessionária,2017,8,35,CLT,1600.0,10.0,Alugada,397.0,3,3,Não,0
P003837,2025-11-01,38700.0,11629.35,0.3005,27070.65,0.6995,36,Concessionária,2015,10,46,CLT,3861.12,,Financiada,497.0,3,3,Sim,0
P003838,2025-08-01,56500.0,3299.6,0.0584,53200.4,0.9416,60,Digital,2024,1,40,CLT,7861.21,19.0,Financiada,652.0,0,4,Não,0
P003839,2025-11-01,63100.0,1262.0,0.02,61838.0,0.98,60,Correspondente bancário,2020,5,54,Servidor público,,34.0,Financiada,420.0,3,1,Não,0
P003840,2025-11-01,55000.0,3822.5,0.0695,51177.5,0.9305,48,Concessionária,2023,2,29,Empresário,7673.56,59.0,Familiar,725.0,2,4,Não,0
P003841,2025-10-01,22000.0,7711.0,0.3505,14289.0,0.6495,24,Concessionária,2018,7,27,CLT,2894.14,6.0,Própria,777.0,1,3,Não,0
P003842,2025-08-01,29200.0,4380.0,0.15,24820.0,0.85,48,Digital,2022,3,29,Autônomo,1600.0,90.0,Própria,669.0,1,2,Não,0
P003843,2025-10-01,22000.0,2208.8,0.1004,19791.2,0.8996,36,Digital,2024,1,55,CLT,2066.98,48.0,Alugada,198.0,5,5,Não,0
P003844,2025-10-01,55800.0,3297.78,0.0591,52502.22,0.9409,48,Correspondente bancário,2021,4,51,CLT,2416.49,47.0,Financiada,595.0,0,2,Não,0
P003845,2025-08-01,49900.0,12914.12,0.2588,36985.88,0.7412,48,Digital,2016,9,33,CLT,4480.47,,Alugada,462.0,3,1,Não,0
P003846,2025-11-01,64000.0,33881.6,0.5294,30118.4,0.4706,24,Correspondente bancário,2020,5,57,CLT,7521.07,64.0,Alugada,512.0,3,1,Não,0
P003847,2025-08-01,53800.0,14246.24,0.2648,39553.76,0.7352,36,Concessionária,2013,12,34,CLT,2389.35,178.0,Alugada,394.0,3,1,Não,0
P003848,2025-12-01,22000.0,3115.2,0.1416,18884.8,0.8584,60,Concessionária,2019,6,44,CLT,2543.87,40.0,Financiada,533.0,1,4,Não,0
P003849,2025-11-01,100900.0,7506.96,0.0744,93393.04,0.9256,36,Revenda multimarca,2024,1,50,CLT,19971.61,31.0,Própria,663.0,0,1,Não,0
P003850,2025-12-01,23000.0,862.5,0.0375,22137.5,0.9625,60,Concessionária,2020,5,35,CLT,3523.18,83.0,Financiada,579.0,5,5,Sim,0
P003851,2025-11-01,74500.0,37786.4,0.5072,36713.6,0.4928,24,Concessionária,2022,3,24,Servidor público,5981.92,72.0,Própria,525.0,1,4,Não,0
P003852,2025-09-01,58200.0,8281.86,0.1423,49918.14,0.8577,36,Revenda multimarca,2019,6,63,Aposentado,7524.88,,Familiar,,1,0,Não,0
P003853,2025-11-01,22000.0,4699.2,0.2136,17300.8,0.7864,24,Concessionária,2022,3,45,CLT,3646.57,44.0,Familiar,415.0,1,4,Não,0
P003854,2025-08-01,66100.0,9822.46,0.1486,56277.54,0.8514,48,Revenda multimarca,2021,4,74,Servidor público,8877.88,106.0,Alugada,418.0,1,1,Sim,0
P003855,2025-12-01,38400.0,16358.4,0.426,22041.6,0.574,48,Correspondente bancário,2022,3,30,Servidor público,10301.75,144.0,Própria,704.0,0,0,Não,0
P003856,2025-10-01,32800.0,6661.68,0.2031,26138.32,0.7969,48,Revenda multimarca,2016,9,27,CLT,2296.07,,Financiada,364.0,2,5,Sim,0
P003857,2025-09-01,117700.0,7509.26,0.0638,110190.74,0.9362,36,Digital,2022,3,41,CLT,,29.0,Financiada,,0,1,Não,0
P003858,2025-07-01,58400.0,29001.44,0.4966,29398.56,0.5034,48,Revenda multimarca,2021,4,38,Servidor público,5640.55,,Alugada,478.0,2,3,Sim,0
P003859,2025-09-01,36400.0,6479.2,0.178,29920.8,0.822,48,Correspondente bancário,2022,3,25,Empresário,5170.73,20.0,Financiada,328.0,4,5,Sim,0
P003860,2025-09-01,22000.0,2620.2,0.1191,19379.8,0.8809,60,Revenda multimarca,2022,3,23,CLT,2493.1,56.0,Alugada,586.0,1,2,Sim,0
P003861,2025-11-01,44000.0,1007.6,0.0229,42992.4,0.9771,48,Correspondente bancário,2019,6,46,CLT,5353.51,,Alugada,771.0,0,2,Não,0
P003862,2025-07-01,25500.0,2157.3,0.0846,23342.7,0.9154,48,Digital,2015,10,37,CLT,2040.23,70.0,Familiar,387.0,3,1,Sim,0
P003863,2025-09-01,28300.0,9305.04,0.3288,18994.96,0.6712,48,Digital,2023,2,33,CLT,3180.83,6.0,Familiar,357.0,2,4,Não,0
P003864,2025-11-01,27200.0,4254.08,0.1564,22945.92,0.8436,24,Concessionária,2020,5,30,CLT,4104.87,32.0,Financiada,537.0,3,2,Não,0
P003865,2025-10-01,55700.0,6405.5,0.115,49294.5,0.885,60,Revenda multimarca,2025,0,44,CLT,1920.12,8.0,Alugada,262.0,5,4,Sim,0
P003866,2025-12-01,22000.0,7370.0,0.335,14630.0,0.665,36,Revenda multimarca,2022,3,28,CLT,2018.55,81.0,Própria,666.0,0,5,Não,0
P003867,2025-07-01,51300.0,16364.7,0.319,34935.3,0.681,60,Concessionária,2022,3,27,Autônomo,5009.33,29.0,Alugada,771.0,0,1,Não,0
P003868,2025-08-01,48400.0,15957.48,0.3297,32442.52,0.6703,48,Correspondente bancário,2020,5,32,Empresário,3577.58,27.0,Financiada,271.0,5,12,Não,0
P003869,2025-09-01,37400.0,18254.94,0.4881,19145.06,0.5119,24,Correspondente bancário,2019,6,50,Autônomo,4112.05,,Financiada,695.0,0,0,Não,0
P003870,2025-10-01,22000.0,6309.6,0.2868,15690.4,0.7132,60,Concessionária,2024,1,35,Empresário,2794.05,15.0,Alugada,644.0,2,1,Não,0
P003871,2025-11-01,47400.0,15466.62,0.3263,31933.38,0.6737,60,Digital,2023,2,48,CLT,5952.62,13.0,Própria,627.0,0,1,Sim,0
P003872,2025-11-01,61300.0,11407.93,0.1861,49892.07,0.8139,48,Revenda multimarca,2023,2,29,CLT,6111.84,59.0,Alugada,727.0,0,0,Não,0
P003873,2025-10-01,52900.0,18144.7,0.343,34755.3,0.657,48,Revenda multimarca,2022,3,24,Empresário,,9.0,Financiada,602.0,0,3,Não,0
P003874,2025-09-01,22000.0,9079.4,0.4127,12920.6,0.5873,48,Concessionária,2015,10,29,Empresário,2808.88,47.0,Alugada,397.0,3,4,Não,0
P003875,2025-11-01,73000.0,7095.6,0.0972,65904.4,0.9028,24,Revenda multimarca,2024,1,34,Empresário,10063.59,20.0,Própria,700.0,1,2,Não,0
P003876,2025-11-01,39800.0,9623.64,0.2418,30176.36,0.7582,60,Correspondente bancário,2015,10,33,Autônomo,2407.29,7.0,Financiada,615.0,2,0,Não,0
P003877,2025-07-01,22000.0,2112.0,0.096,19888.0,0.904,24,Digital,2019,6,34,CLT,2389.28,59.0,Alugada,538.0,0,1,Não,0
P003878,2025-09-01,23300.0,3907.41,0.1677,19392.59,0.8323,24,Digital,2019,6,68,Aposentado,3195.17,178.0,Familiar,641.0,1,2,Não,0
P003879,2025-09-01,33200.0,14438.68,0.4349,18761.32,0.5651,48,Concessionária,2020,5,25,CLT,3567.08,33.0,Alugada,469.0,4,2,Sim,0
P003880,2025-07-01,37200.0,10029.12,0.2696,27170.88,0.7304,36,Concessionária,2022,3,45,Servidor público,7363.04,14.0,Própria,557.0,3,0,Não,0
P003881,2025-07-01,40400.0,4532.88,0.1122,35867.12,0.8878,48,Correspondente bancário,2022,3,26,Empresário,7876.77,58.0,Familiar,379.0,5,3,Não,0
P003882,2025-10-01,49200.0,11443.92,0.2326,37756.08,0.7674,48,Concessionária,2019,6,67,Aposentado,5149.28,26.0,Própria,658.0,1,2,Sim,0
P003883,2025-11-01,90300.0,3666.18,0.0406,86633.82,0.9594,36,Revenda multimarca,2019,6,38,Autônomo,2881.45,17.0,Própria,375.0,3,4,Não,0
P003884,2025-12-01,35800.0,716.0,0.02,35084.0,0.98,60,Digital,2022,3,41,Autônomo,3388.75,28.0,Financiada,558.0,1,1,Não,0
P003885,2025-12-01,47100.0,7658.46,0.1626,39441.54,0.8374,24,Revenda multimarca,2023,2,63,Aposentado,6181.86,81.0,Financiada,827.0,0,1,Não,0
P003886,2025-11-01,37200.0,2101.8,0.0565,35098.2,0.9435,48,Concessionária,2023,2,34,CLT,4025.58,,Própria,768.0,0,1,Não,0
P003887,2025-09-01,25300.0,12503.26,0.4942,12796.74,0.5058,60,Revenda multimarca,2025,0,68,Aposentado,3239.2,127.0,Familiar,352.0,2,0,Não,0
P003888,2025-10-01,49500.0,13503.6,0.2728,35996.4,0.7272,60,Correspondente bancário,2018,7,71,Aposentado,3157.88,343.0,Própria,353.0,5,2,Não,0
P003889,2025-12-01,22000.0,12280.4,0.5582,9719.6,0.4418,48,Revenda multimarca,2019,6,38,CLT,2169.47,,Financiada,547.0,2,2,Não,0
P003890,2025-12-01,62400.0,19400.16,0.3109,42999.84,0.6891,36,Revenda multimarca,2024,1,75,CLT,5197.54,42.0,Financiada,787.0,0,1,Não,0
P003891,2025-10-01,63700.0,3739.19,0.0587,59960.81,0.9413,36,Concessionária,2014,11,24,Autônomo,2879.8,47.0,Própria,,1,1,Sim,0
P003892,2025-07-01,26900.0,5678.59,0.2111,21221.41,0.7889,48,Correspondente bancário,2015,10,23,CLT,2722.64,17.0,Familiar,658.0,2,1,Não,0
P003893,2025-07-01,73700.0,3817.66,0.0518,69882.34,0.9482,36,Concessionária,2022,3,30,Empresário,7519.84,40.0,Familiar,713.0,0,1,Não,0
P003894,2025-08-01,28000.0,5157.6,0.1842,22842.4,0.8158,24,Concessionária,2021,4,75,Aposentado,7472.25,279.0,Alugada,,5,5,Sim,0
P003895,2025-11-01,62200.0,36306.14,0.5837,25893.86,0.4163,36,Revenda multimarca,2023,2,28,CLT,4799.43,18.0,Familiar,656.0,1,0,Não,0
P003896,2025-07-01,34700.0,2737.83,0.0789,31962.17,0.9211,48,Concessionária,2023,2,35,Autônomo,3563.77,17.0,Alugada,396.0,5,2,Não,0
P003897,2025-12-01,36700.0,13957.01,0.3803,22742.99,0.6197,60,Concessionária,2022,3,63,Aposentado,2279.14,103.0,Familiar,328.0,5,3,Não,0
P003898,2025-07-01,94500.0,22869.0,0.242,71631.0,0.758,60,Concessionária,2022,3,75,Autônomo,10860.93,40.0,Alugada,724.0,0,1,Não,0
P003899,2025-10-01,49500.0,6068.7,0.1226,43431.3,0.8774,24,Concessionária,2019,6,31,Autônomo,3103.72,9.0,Própria,674.0,0,1,Não,0
P003900,2025-07-01,45000.0,4144.5,0.0921,40855.5,0.9079,24,Concessionária,2018,7,27,Autônomo,3860.45,10.0,Financiada,748.0,0,0,Não,0
P003901,2025-07-01,28400.0,1650.04,0.0581,26749.96,0.9419,48,Concessionária,2017,8,56,Autônomo,3883.11,4.0,Alugada,490.0,3,2,Não,0
