id_proposta,pd,score_1a10,decisao,taxa_am,prazo_meses,pct_entrada_minima
P001726,0.028556,10,APROVAR,0.0227,48,0.0
P001727,0.064442,7,APROVAR,0.0256,48,0.0
P001728,0.05011,8,APROVAR,0.0247,24,0.0
P001729,0.052085,8,APROVAR,0.0247,60,0.0
P001730,0.077232,6,APROVAR,0.0265,60,0.21
P001731,0.511315,1,NEGAR,,,
P001732,0.03535,10,APROVAR,0.0227,60,0.0
P001733,0.150067,3,NEGAR,,,
P001734,0.092338,5,APROVAR,0.0282,60,0.21
P001735,0.035868,10,APROVAR,0.0227,48,0.0
P001736,0.042502,9,APROVAR,0.0236,48,0.0
P001737,0.480263,1,NEGAR,,,
P001738,0.058932,7,APROVAR,0.0256,60,0.0
P001739,0.037864,9,APROVAR,0.0236,60,0.0
P001740,0.060826,7,APROVAR,0.0256,60,0.0
P001741,0.110842,4,NEGAR,,,
P001742,0.063854,7,APROVAR,0.0256,48,0.0
P001743,0.22242,2,NEGAR,,,
P001744,0.074572,6,APROVAR,0.0265,48,0.21
P001745,0.272755,2,NEGAR,,,
P001746,0.181191,3,NEGAR,,,
P001747,0.050075,8,APROVAR,0.0247,48,0.0
P001748,0.050721,8,APROVAR,0.0247,36,0.0
P001749,0.188956,3,NEGAR,,,
P001750,0.034231,10,APROVAR,0.0227,60,0.0
P001751,0.078801,6,APROVAR,0.0265,24,0.21
P001752,0.196278,3,NEGAR,,,
P001753,0.064866,7,APROVAR,0.0256,36,0.0
P001754,0.5087,1,NEGAR,,,
P001755,0.047918,8,APROVAR,0.0247,36,0.0
P001756,0.316844,1,NEGAR,,,
P001757,0.058609,7,APROVAR,0.0256,48,0.0
P001758,0.377746,1,NEGAR,,,
P001759,0.069303,6,APROVAR,0.0265,48,0.21
P001760,0.088956,5,APROVAR,0.0282,60,0.21
P001761,0.274977,2,NEGAR,,,
P001762,0.592375,1,NEGAR,,,
P001763,0.325967,1,NEGAR,,,
P001764,0.031623,10,APROVAR,0.0227,36,0.0
P001765,0.188023,3,NEGAR,,,
P001766,0.032876,10,APROVAR,0.0227,36,0.0
P001767,0.060728,7,APROVAR,0.0256,36,0.0
P001768,0.182906,3,NEGAR,,,
P001769,0.041539,9,APROVAR,0.0236,36,0.0
P001770,0.032792,10,APROVAR,0.0227,60,0.0
P001771,0.046026,8,APROVAR,0.0247,48,0.0
P001772,0.190185,3,NEGAR,,,
P001773,0.031034,10,APROVAR,0.0227,60,0.0
P001774,0.062515,7,APROVAR,0.0256,24,0.0
P001775,0.038464,9,APROVAR,0.0236,24,0.0
P001776,0.319107,1,NEGAR,,,
P001777,0.334653,1,NEGAR,,,
P001778,0.08006,6,APROVAR,0.0265,36,0.21
P001779,0.049039,8,APROVAR,0.0247,48,0.0
P001780,0.041665,9,APROVAR,0.0236,36,0.0
P001781,0.043527,9,APROVAR,0.0236,60,0.0
P001782,0.208161,3,NEGAR,,,
P001783,0.07412,6,APROVAR,0.0265,48,0.21
P001784,0.24875,2,NEGAR,,,
P001785,0.698795,1,NEGAR,,,
P001786,0.033254,10,APROVAR,0.0227,60,0.0
P001787,0.06733,6,APROVAR,0.0265,36,0.21
P001788,0.042219,9,APROVAR,0.0236,48,0.0
P001789,0.027596,10,APROVAR,0.0227,36,0.0
P001790,0.38344,1,NEGAR,,,
P001791,0.059728,7,APROVAR,0.0256,60,0.0
P001792,0.028898,10,APROVAR,0.0227,36,0.0
P001793,0.226836,2,NEGAR,,,
P001794,0.040412,9,APROVAR,0.0236,24,0.0
P001795,0.18816,3,NEGAR,,,
P001796,0.054934,7,APROVAR,0.0256,60,0.0
P001797,0.216775,2,NEGAR,,,
P001798,0.217077,2,NEGAR,,,
P001799,0.02934,10,APROVAR,0.0227,60,0.0
P001800,0.073208,6,APROVAR,0.0265,60,0.21
P001801,0.39742,1,NEGAR,,,
P001802,0.268304,2,NEGAR,,,
P001803,0.034679,10,APROVAR,0.0227,48,0.0
P001804,0.036101,10,APROVAR,0.0227,24,0.0
P001805,0.078695,6,APROVAR,0.0265,48,0.21
P001806,0.151242,3,NEGAR,,,
P001807,0.060414,7,APROVAR,0.0256,24,0.0
P001808,0.137967,4,NEGAR,,,
P001809,0.246919,2,NEGAR,,,
P001810,0.077065,6,APROVAR,0.0265,48,0.21
P001811,0.200632,3,NEGAR,,,
P001812,0.069683,6,APROVAR,0.0265,24,0.21
P001813,0.175481,3,NEGAR,,,
P001814,0.094583,5,APROVAR,0.0282,24,0.21
P001815,0.079085,6,APROVAR,0.0265,24,0.21
P001816,0.22568,2,NEGAR,,,
P001817,0.149017,3,NEGAR,,,
P001818,0.106036,5,APROVAR,0.0282,48,0.21
P001819,0.217876,2,NEGAR,,,
P001820,0.619251,1,NEGAR,,,
P001821,0.280801,2,NEGAR,,,
P001822,0.374257,1,NEGAR,,,
P001823,0.258071,2,NEGAR,,,
P001824,0.398714,1,NEGAR,,,
P001825,0.043684,9,APROVAR,0.0236,24,0.0
P001826,0.19942,3,NEGAR,,,
P001827,0.1374,4,NEGAR,,,
P001828,0.140181,4,NEGAR,,,
P001829,0.108346,4,NEGAR,,,
P001830,0.299599,2,NEGAR,,,
P001831,0.76066,1,NEGAR,,,
P001832,0.252308,2,NEGAR,,,
P001833,0.049473,8,APROVAR,0.0247,36,0.0
P001834,0.034955,10,APROVAR,0.0227,48,0.0
P001835,0.0567,7,APROVAR,0.0256,36,0.0
P001836,0.169036,3,NEGAR,,,
P001837,0.061809,7,APROVAR,0.0256,36,0.0
P001838,0.173943,3,NEGAR,,,
P001839,0.253675,2,NEGAR,,,
P001840,0.215926,2,NEGAR,,,
P001841,0.035813,10,APROVAR,0.0227,36,0.0
P001842,0.317338,1,NEGAR,,,
P001843,0.077934,6,APROVAR,0.0265,36,0.21
P001844,0.249437,2,NEGAR,,,
P001845,0.065644,7,APROVAR,0.0256,60,0.0
P001846,0.047827,8,APROVAR,0.0247,60,0.0
P001847,0.169091,3,NEGAR,,,
P001848,0.109214,4,NEGAR,,,
P001849,0.275914,2,NEGAR,,,
P001850,0.089076,5,APROVAR,0.0282,48,0.21
P001851,0.057668,7,APROVAR,0.0256,24,0.0
P001852,0.132648,4,NEGAR,,,
P001853,0.040945,9,APROVAR,0.0236,48,0.0
P001854,0.102441,5,APROVAR,0.0282,36,0.21
P001855,0.080774,6,APROVAR,0.0265,48,0.21
P001856,0.026329,10,APROVAR,0.0227,60,0.0
P001857,0.04187,9,APROVAR,0.0236,48,0.0
P001858,0.081588,6,APROVAR,0.0265,36,0.21
P001859,0.266357,2,NEGAR,,,
P001860,0.059137,7,APROVAR,0.0256,36,0.0
P001861,0.197062,3,NEGAR,,,
P001862,0.141887,4,NEGAR,,,
P001863,0.192359,3,NEGAR,,,
P001864,0.029844,10,APROVAR,0.0227,48,0.0
P001865,0.04657,8,APROVAR,0.0247,48,0.0
P001866,0.094498,5,APROVAR,0.0282,60,0.21
P001867,0.070124,6,APROVAR,0.0265,48,0.21
P001868,0.163706,3,NEGAR,,,
P001869,0.273982,2,NEGAR,,,
P001870,0.533547,1,NEGAR,,,
P001871,0.304782,1,NEGAR,,,
P001872,0.311402,1,NEGAR,,,
P001873,0.03633,10,APROVAR,0.0227,24,0.0
P001874,0.262415,2,NEGAR,,,
P001875,0.039636,9,APROVAR,0.0236,48,0.0
P001876,0.36434,1,NEGAR,,,
P001877,0.294676,2,NEGAR,,,
P001878,0.066286,7,APROVAR,0.0256,48,0.0
P001879,0.070783,6,APROVAR,0.0265,36,0.21
P001880,0.355928,1,NEGAR,,,
P001881,0.070096,6,APROVAR,0.0265,60,0.21
P001882,0.041289,9,APROVAR,0.0236,24,0.0
P001883,0.039342,9,APROVAR,0.0236,48,0.0
P001884,0.133094,4,NEGAR,,,
P001885,0.028716,10,APROVAR,0.0227,36,0.0
P001886,0.052158,8,APROVAR,0.0247,48,0.0
P001887,0.04446,9,APROVAR,0.0236,48,0.0
P001888,0.914869,1,NEGAR,,,
P001889,0.291143,2,NEGAR,,,
P001890,0.098108,5,APROVAR,0.0282,36,0.21
P001891,0.027344,10,APROVAR,0.0227,48,0.0
P001892,0.081417,6,APROVAR,0.0265,48,0.21
P001893,0.049581,8,APROVAR,0.0247,24,0.0
P001894,0.034577,10,APROVAR,0.0227,60,0.0
P001895,0.213062,2,NEGAR,,,
P001896,0.262774,2,NEGAR,,,
P001897,0.056068,7,APROVAR,0.0256,48,0.0
P001898,0.034102,10,APROVAR,0.0227,60,0.0
P001899,0.183017,3,NEGAR,,,
P001900,0.115208,4,NEGAR,,,
P001901,0.292491,2,NEGAR,,,
P001902,0.226468,2,NEGAR,,,
P001903,0.04849,8,APROVAR,0.0247,60,0.0
P001904,0.055454,7,APROVAR,0.0256,60,0.0
P001905,0.061865,7,APROVAR,0.0256,48,0.0
P001906,0.106285,5,APROVAR,0.0282,36,0.21
P001907,0.085393,5,APROVAR,0.0282,36,0.21
P001908,0.191657,3,NEGAR,,,
P001909,0.226183,2,NEGAR,,,
P001910,0.051363,8,APROVAR,0.0247,60,0.0
P001911,0.165988,3,NEGAR,,,
P001912,0.240359,2,NEGAR,,,
P001913,0.087034,5,APROVAR,0.0282,36,0.21
P001914,0.188929,3,NEGAR,,,
P001915,0.196703,3,NEGAR,,,
P001916,0.096609,5,APROVAR,0.0282,24,0.21
P001917,0.248503,2,NEGAR,,,
P001918,0.171015,3,NEGAR,,,
P001919,0.236205,2,NEGAR,,,
P001920,0.079534,6,APROVAR,0.0265,60,0.21
P001921,0.258388,2,NEGAR,,,
P001922,0.139918,4,NEGAR,,,
P001923,0.035443,10,APROVAR,0.0227,60,0.0
P001924,0.148481,3,NEGAR,,,
P001925,0.170044,3,NEGAR,,,
P001926,0.429231,1,NEGAR,,,
P001927,0.401499,1,NEGAR,,,
P001928,0.030494,10,APROVAR,0.0227,24,0.0
P001929,0.03812,9,APROVAR,0.0236,48,0.0
P001930,0.299169,2,NEGAR,,,
P001931,0.212683,2,NEGAR,,,
P001932,0.062986,7,APROVAR,0.0256,24,0.0
P001933,0.039713,9,APROVAR,0.0236,48,0.0
P001934,0.248134,2,NEGAR,,,
P001935,0.289474,2,NEGAR,,,
P001936,0.039264,9,APROVAR,0.0236,48,0.0
P001937,0.196879,3,NEGAR,,,
P001938,0.050389,8,APROVAR,0.0247,48,0.0
P001939,0.031529,10,APROVAR,0.0227,60,0.0
P001940,0.211767,2,NEGAR,,,
P001941,0.042093,9,APROVAR,0.0236,24,0.0
P001942,0.376767,1,NEGAR,,,
P001943,0.064466,7,APROVAR,0.0256,36,0.0
P001944,0.47206,1,NEGAR,,,
P001945,0.047036,8,APROVAR,0.0247,60,0.0
P001946,0.284505,2,NEGAR,,,
P001947,0.053321,8,APROVAR,0.0247,36,0.0
P001948,0.230561,2,NEGAR,,,
P001949,0.455167,1,NEGAR,,,
P001950,0.429191,1,NEGAR,,,
P001951,0.035844,10,APROVAR,0.0227,24,0.0
P001952,0.065408,7,APROVAR,0.0256,48,0.0
P001953,0.084617,5,APROVAR,0.0282,36,0.21
P001954,0.447759,1,NEGAR,,,
P001955,0.156018,3,NEGAR,,,
P001956,0.123685,4,NEGAR,,,
P001957,0.048352,8,APROVAR,0.0247,36,0.0
P001958,0.053013,8,APROVAR,0.0247,36,0.0
P001959,0.319041,1,NEGAR,,,
P001960,0.32405,1,NEGAR,,,
P001961,0.479409,1,NEGAR,,,
P001962,0.224845,2,NEGAR,,,
P001963,0.33307,1,NEGAR,,,
P001964,0.179869,3,NEGAR,,,
P001965,0.0897,5,APROVAR,0.0282,36,0.21
P001966,0.282257,2,NEGAR,,,
P001967,0.043786,9,APROVAR,0.0236,48,0.0
P001968,0.080759,6,APROVAR,0.0265,36,0.21
P001969,0.102425,5,APROVAR,0.0282,48,0.21
P001970,0.575062,1,NEGAR,,,
P001971,0.155196,3,NEGAR,,,
P001972,0.066859,6,APROVAR,0.0265,24,0.21
P001973,0.228336,2,NEGAR,,,
P001974,0.094771,5,APROVAR,0.0282,24,0.21
P001975,0.113045,4,NEGAR,,,
P001976,0.058633,7,APROVAR,0.0256,60,0.0
P001977,0.155562,3,NEGAR,,,
P001978,0.121019,4,NEGAR,,,
P001979,0.044416,9,APROVAR,0.0236,24,0.0
P001980,0.07132,6,APROVAR,0.0265,24,0.21
P001981,0.031343,10,APROVAR,0.0227,48,0.0
P001982,0.187219,3,NEGAR,,,
P001983,0.029278,10,APROVAR,0.0227,60,0.0
P001984,0.203357,3,NEGAR,,,
P001985,0.032469,10,APROVAR,0.0227,60,0.0
P001986,0.109572,4,NEGAR,,,
P001987,0.204669,3,NEGAR,,,
P001988,0.104086,5,APROVAR,0.0282,48,0.21
P001989,0.021275,10,APROVAR,0.0227,60,0.0
P001990,0.143275,3,NEGAR,,,
P001991,0.274778,2,NEGAR,,,
P001992,0.708039,1,NEGAR,,,
P001993,0.05004,8,APROVAR,0.0247,36,0.0
P001994,0.237906,2,NEGAR,,,
P001995,0.392397,1,NEGAR,,,
P001996,0.556858,1,NEGAR,,,
P001997,0.028918,10,APROVAR,0.0227,24,0.0
P001998,0.123476,4,NEGAR,,,
P001999,0.064192,7,APROVAR,0.0256,48,0.0
P002000,0.027378,10,APROVAR,0.0227,36,0.0
P002001,0.196685,3,NEGAR,,,
P002002,0.065066,7,APROVAR,0.0256,48,0.0
P002003,0.208864,3,NEGAR,,,
P002004,0.051677,8,APROVAR,0.0247,24,0.0
P002005,0.267093,2,NEGAR,,,
P002006,0.059121,7,APROVAR,0.0256,60,0.0
P002007,0.276025,2,NEGAR,,,
P002008,0.064838,7,APROVAR,0.0256,48,0.0
P002009,0.042384,9,APROVAR,0.0236,60,0.0
P002010,0.456024,1,NEGAR,,,
P002011,0.092655,5,APROVAR,0.0282,60,0.21
P002012,0.081835,6,APROVAR,0.0265,36,0.21
P002013,0.090305,5,APROVAR,0.0282,60,0.21
P002014,0.05426,7,APROVAR,0.0256,48,0.0
P002015,0.032037,10,APROVAR,0.0227,48,0.0
P002016,0.129983,4,NEGAR,,,
P002017,0.03186,10,APROVAR,0.0227,48,0.0
P002018,0.055276,7,APROVAR,0.0256,60,0.0
P002019,0.231141,2,NEGAR,,,
P002020,0.103944,5,APROVAR,0.0282,48,0.21
P002021,0.115808,4,NEGAR,,,
P002022,0.298826,2,NEGAR,,,
P002023,0.067626,6,APROVAR,0.0265,36,0.21
P002024,0.165527,3,NEGAR,,,
P002025,0.112269,4,NEGAR,,,
P002026,0.110487,4,NEGAR,,,
P002027,0.256201,2,NEGAR,,,
P002028,0.349306,1,NEGAR,,,
P002029,0.071901,6,APROVAR,0.0265,60,0.21
P002030,0.053384,8,APROVAR,0.0247,36,0.0
P002031,0.027371,10,APROVAR,0.0227,48,0.0
P002032,0.260148,2,NEGAR,,,
P002033,0.028035,10,APROVAR,0.0227,48,0.0
P002034,0.060021,7,APROVAR,0.0256,60,0.0
P002035,0.123656,4,NEGAR,,,
P002036,0.198424,3,NEGAR,,,
P002037,0.232614,2,NEGAR,,,
P002038,0.133944,4,NEGAR,,,
P002039,0.037575,9,APROVAR,0.0236,24,0.0
P002040,0.03767,9,APROVAR,0.0236,60,0.0
P002041,0.25677,2,NEGAR,,,
P002042,0.164593,3,NEGAR,,,
P002043,0.140284,4,NEGAR,,,
P002044,0.050862,8,APROVAR,0.0247,48,0.0
P002045,0.040663,9,APROVAR,0.0236,36,0.0
P002046,0.192208,3,NEGAR,,,
P002047,0.041804,9,APROVAR,0.0236,36,0.0
P002048,0.321526,1,NEGAR,,,
P002049,0.032335,10,APROVAR,0.0227,48,0.0
P002050,0.652956,1,NEGAR,,,
P002051,0.068656,6,APROVAR,0.0265,24,0.21
P002052,0.304514,1,NEGAR,,,
P002053,0.143987,3,NEGAR,,,
P002054,0.041406,9,APROVAR,0.0236,48,0.0
P002055,0.027129,10,APROVAR,0.0227,60,0.0
P002056,0.048001,8,APROVAR,0.0247,48,0.0
P002057,0.0898,5,APROVAR,0.0282,48,0.21
P002058,0.249939,2,NEGAR,,,
P002059,0.103867,5,APROVAR,0.0282,48,0.21
P002060,0.040568,9,APROVAR,0.0236,48,0.0
P002061,0.08795,5,APROVAR,0.0282,36,0.21
P002062,0.107486,4,NEGAR,,,
P002063,0.227145,2,NEGAR,,,
P002064,0.267757,2,NEGAR,,,
P002065,0.055294,7,APROVAR,0.0256,36,0.0
P002066,0.261434,2,NEGAR,,,
P002067,0.122055,4,NEGAR,,,
P002068,0.143837,3,NEGAR,,,
P002069,0.159163,3,NEGAR,,,
P002070,0.155641,3,NEGAR,,,
P002071,0.279698,2,NEGAR,,,
P002072,0.031565,10,APROVAR,0.0227,60,0.0
P002073,0.064079,7,APROVAR,0.0256,36,0.0
P002074,0.326295,1,NEGAR,,,
P002075,0.032312,10,APROVAR,0.0227,60,0.0
P002076,0.064459,7,APROVAR,0.0256,36,0.0
P002077,0.051872,8,APROVAR,0.0247,36,0.0
P002078,0.257765,2,NEGAR,,,
P002079,0.502913,1,NEGAR,,,
P002080,0.149845,3,NEGAR,,,
P002081,0.053638,8,APROVAR,0.0247,48,0.0
P002082,0.044023,9,APROVAR,0.0236,24,0.0
P002083,0.053184,8,APROVAR,0.0247,60,0.0
P002084,0.039751,9,APROVAR,0.0236,60,0.0
P002085,0.171752,3,NEGAR,,,
P002086,0.112718,4,NEGAR,,,
P002087,0.296719,2,NEGAR,,,
P002088,0.146903,3,NEGAR,,,
P002089,0.134405,4,NEGAR,,,
P002090,0.042477,9,APROVAR,0.0236,36,0.0
P002091,0.177906,3,NEGAR,,,
P002092,0.429445,1,NEGAR,,,
P002093,0.198303,3,NEGAR,,,
P002094,0.211565,2,NEGAR,,,
P002095,0.234921,2,NEGAR,,,
P002096,0.030367,10,APROVAR,0.0227,48,0.0
P002097,0.056815,7,APROVAR,0.0256,24,0.0
P002098,0.249281,2,NEGAR,,,
P002099,0.024174,10,APROVAR,0.0227,60,0.0
P002100,0.332336,1,NEGAR,,,
P002101,0.038433,9,APROVAR,0.0236,48,0.0
P002102,0.032106,10,APROVAR,0.0227,36,0.0
P002103,0.027579,10,APROVAR,0.0227,36,0.0
P002104,0.155188,3,NEGAR,,,
P002105,0.113962,4,NEGAR,,,
P002106,0.068668,6,APROVAR,0.0265,24,0.21
P002107,0.044762,9,APROVAR,0.0236,48,0.0
P002108,0.029404,10,APROVAR,0.0227,48,0.0
P002109,0.283157,2,NEGAR,,,
P002110,0.042584,9,APROVAR,0.0236,36,0.0
P002111,0.186507,3,NEGAR,,,
P002112,0.061144,7,APROVAR,0.0256,48,0.0
P002113,0.092809,5,APROVAR,0.0282,48,0.21
P002114,0.081251,6,APROVAR,0.0265,24,0.21
P002115,0.201317,3,NEGAR,,,
P002116,0.094948,5,APROVAR,0.0282,24,0.21
P002117,0.165056,3,NEGAR,,,
P002118,0.039792,9,APROVAR,0.0236,48,0.0
P002119,0.116716,4,NEGAR,,,
P002120,0.045639,8,APROVAR,0.0247,48,0.0
P002121,0.033808,10,APROVAR,0.0227,36,0.0
P002122,0.093087,5,APROVAR,0.0282,48,0.21
P002123,0.392045,1,NEGAR,,,
P002124,0.092983,5,APROVAR,0.0282,36,0.21
P002125,0.054318,7,APROVAR,0.0256,36,0.0
P002126,0.254096,2,NEGAR,,,
P002127,0.208738,3,NEGAR,,,
P002128,0.344827,1,NEGAR,,,
P002129,0.284229,2,NEGAR,,,
P002130,0.158135,3,NEGAR,,,
P002131,0.06618,7,APROVAR,0.0256,24,0.0
P002132,0.20053,3,NEGAR,,,
P002133,0.111729,4,NEGAR,,,
P002134,0.180809,3,NEGAR,,,
P002135,0.083447,6,APROVAR,0.0265,60,0.21
P002136,0.046841,8,APROVAR,0.0247,36,0.0
P002137,0.060334,7,APROVAR,0.0256,60,0.0
P002138,0.027131,10,APROVAR,0.0227,36,0.0
P002139,0.366759,1,NEGAR,,,
P002140,0.022852,10,APROVAR,0.0227,36,0.0
P002141,0.169811,3,NEGAR,,,
P002142,0.226153,2,NEGAR,,,
P002143,0.24295,2,NEGAR,,,
P002144,0.044869,8,APROVAR,0.0247,48,0.0
P002145,0.036387,10,APROVAR,0.0227,36,0.0
P002146,0.034475,10,APROVAR,0.0227,60,0.0
P002147,0.033812,10,APROVAR,0.0227,48,0.0
P002148,0.107163,4,NEGAR,,,
P002149,0.308841,1,NEGAR,,,
P002150,0.059683,7,APROVAR,0.0256,36,0.0
P002151,0.123461,4,NEGAR,,,
P002152,0.527228,1,NEGAR,,,
P002153,0.054207,7,APROVAR,0.0256,48,0.0
P002154,0.0339,10,APROVAR,0.0227,24,0.0
P002155,0.125388,4,NEGAR,,,
P002156,0.080735,6,APROVAR,0.0265,36,0.21
P002157,0.050155,8,APROVAR,0.0247,36,0.0
P002158,0.04628,8,APROVAR,0.0247,36,0.0
P002159,0.21097,2,NEGAR,,,
P002160,0.112507,4,NEGAR,,,
P002161,0.584527,1,NEGAR,,,
P002162,0.035445,10,APROVAR,0.0227,24,0.0
P002163,0.541957,1,NEGAR,,,
P002164,0.058312,7,APROVAR,0.0256,60,0.0
P002165,0.058603,7,APROVAR,0.0256,60,0.0
P002166,0.033723,10,APROVAR,0.0227,60,0.0
P002167,0.026079,10,APROVAR,0.0227,24,0.0
P002168,0.270493,2,NEGAR,,,
P002169,0.250096,2,NEGAR,,,
P002170,0.095214,5,APROVAR,0.0282,48,0.21
P002171,0.099719,5,APROVAR,0.0282,48,0.21
P002172,0.048241,8,APROVAR,0.0247,60,0.0
P002173,0.050134,8,APROVAR,0.0247,36,0.0
P002174,0.106063,5,APROVAR,0.0282,36,0.21
P002175,0.047894,8,APROVAR,0.0247,60,0.0
P002176,0.060458,7,APROVAR,0.0256,36,0.0
P002177,0.264749,2,NEGAR,,,
P002178,0.101497,5,APROVAR,0.0282,36,0.21
P002179,0.04481,8,APROVAR,0.0247,48,0.0
P002180,0.245699,2,NEGAR,,,
P002181,0.03468,10,APROVAR,0.0227,36,0.0
P002182,0.529058,1,NEGAR,,,
P002183,0.73243,1,NEGAR,,,
P002184,0.055436,7,APROVAR,0.0256,24,0.0
P002185,0.079491,6,APROVAR,0.0265,36,0.21
P002186,0.265236,2,NEGAR,,,
P002187,0.093729,5,APROVAR,0.0282,48,0.21
P002188,0.159209,3,NEGAR,,,
P002189,0.059718,7,APROVAR,0.0256,24,0.0
P002190,0.104451,5,APROVAR,0.0282,24,0.21
P002191,0.204245,3,NEGAR,,,
P002192,0.110169,4,NEGAR,,,
P002193,0.397912,1,NEGAR,,,
P002194,0.108281,4,NEGAR,,,
P002195,0.220188,2,NEGAR,,,
P002196,0.05428,7,APROVAR,0.0256,60,0.0
P002197,0.024405,10,APROVAR,0.0227,60,0.0
P002198,0.253332,2,NEGAR,,,
P002199,0.095479,5,APROVAR,0.0282,48,0.21
P002200,0.153201,3,NEGAR,,,
P002201,0.042653,9,APROVAR,0.0236,36,0.0
P002202,0.204824,3,NEGAR,,,
P002203,0.572961,1,NEGAR,,,
P002204,0.023887,10,APROVAR,0.0227,48,0.0
P002205,0.045089,8,APROVAR,0.0247,60,0.0
P002206,0.281038,2,NEGAR,,,
P002207,0.340285,1,NEGAR,,,
P002208,0.250888,2,NEGAR,,,
P002209,0.023771,10,APROVAR,0.0227,48,0.0
P002210,0.059681,7,APROVAR,0.0256,48,0.0
P002211,0.06278,7,APROVAR,0.0256,36,0.0
P002212,0.034434,10,APROVAR,0.0227,48,0.0
P002213,0.034749,10,APROVAR,0.0227,24,0.0
P002214,0.26337,2,NEGAR,,,
P002215,0.104185,5,APROVAR,0.0282,48,0.21
P002216,0.196585,3,NEGAR,,,
P002217,0.526043,1,NEGAR,,,
P002218,0.322379,1,NEGAR,,,
P002219,0.029774,10,APROVAR,0.0227,48,0.0
P002220,0.454687,1,NEGAR,,,
P002221,0.188231,3,NEGAR,,,
P002222,0.171097,3,NEGAR,,,
P002223,0.195168,3,NEGAR,,,
P002224,0.053255,8,APROVAR,0.0247,24,0.0
P002225,0.265031,2,NEGAR,,,
P002226,0.099356,5,APROVAR,0.0282,36,0.21
P002227,0.045591,8,APROVAR,0.0247,48,0.0
P002228,0.170667,3,NEGAR,,,
P002229,0.03354,10,APROVAR,0.0227,24,0.0
P002230,0.139364,4,NEGAR,,,
P002231,0.130754,4,NEGAR,,,
P002232,0.096055,5,APROVAR,0.0282,60,0.21
P002233,0.184487,3,NEGAR,,,
P002234,0.366674,1,NEGAR,,,
P002235,0.03309,10,APROVAR,0.0227,60,0.0
P002236,0.031108,10,APROVAR,0.0227,48,0.0
P002237,0.187925,3,NEGAR,,,
P002238,0.047367,8,APROVAR,0.0247,36,0.0
P002239,0.286809,2,NEGAR,,,
P002240,0.339284,1,NEGAR,,,
P002241,0.043011,9,APROVAR,0.0236,48,0.0
P002242,0.062461,7,APROVAR,0.0256,48,0.0
P002243,0.749961,1,NEGAR,,,
P002244,0.236729,2,NEGAR,,,
P002245,0.048546,8,APROVAR,0.0247,36,0.0
P002246,0.098719,5,APROVAR,0.0282,36,0.21
P002247,0.294347,2,NEGAR,,,
P002248,0.04328,9,APROVAR,0.0236,60,0.0
P002249,0.126207,4,NEGAR,,,
P002250,0.058224,7,APROVAR,0.0256,48,0.0
P002251,0.069937,6,APROVAR,0.0265,48,0.21
P002252,0.029635,10,APROVAR,0.0227,48,0.0
P002253,0.039167,9,APROVAR,0.0236,48,0.0
P002254,0.315137,1,NEGAR,,,
P002255,0.118304,4,NEGAR,,,
P002256,0.024474,10,APROVAR,0.0227,24,0.0
P002257,0.358347,1,NEGAR,,,
P002258,0.303453,1,NEGAR,,,
P002259,0.288559,2,NEGAR,,,
P002260,0.338708,1,NEGAR,,,
P002261,0.045327,8,APROVAR,0.0247,48,0.0
P002262,0.045366,8,APROVAR,0.0247,60,0.0
P002263,0.037719,9,APROVAR,0.0236,24,0.0
P002264,0.062834,7,APROVAR,0.0256,36,0.0
P002265,0.056717,7,APROVAR,0.0256,24,0.0
P002266,0.04059,9,APROVAR,0.0236,60,0.0
P002267,0.175599,3,NEGAR,,,
P002268,0.058328,7,APROVAR,0.0256,24,0.0
P002269,0.03672,10,APROVAR,0.0227,60,0.0
P002270,0.029607,10,APROVAR,0.0227,36,0.0
P002271,0.185445,3,NEGAR,,,
P002272,0.166179,3,NEGAR,,,
P002273,0.257652,2,NEGAR,,,
P002274,0.035758,10,APROVAR,0.0227,60,0.0
P002275,0.262576,2,NEGAR,,,
P002276,0.238651,2,NEGAR,,,
P002277,0.241394,2,NEGAR,,,
P002278,0.045929,8,APROVAR,0.0247,24,0.0
P002279,0.161913,3,NEGAR,,,
P002280,0.573246,1,NEGAR,,,
P002281,0.21615,2,NEGAR,,,
P002282,0.182309,3,NEGAR,,,
P002283,0.05578,7,APROVAR,0.0256,48,0.0
P002284,0.104914,5,APROVAR,0.0282,24,0.21
P002285,0.235455,2,NEGAR,,,
P002286,0.216498,2,NEGAR,,,
P002287,0.127653,4,NEGAR,,,
P002288,0.462279,1,NEGAR,,,
P002289,0.295993,2,NEGAR,,,
P002290,0.042133,9,APROVAR,0.0236,48,0.0
P002291,0.030008,10,APROVAR,0.0227,24,0.0
P002292,0.270656,2,NEGAR,,,
P002293,0.308778,1,NEGAR,,,
P002294,0.035055,10,APROVAR,0.0227,24,0.0
P002295,0.203836,3,NEGAR,,,
P002296,0.035975,10,APROVAR,0.0227,36,0.0
P002297,0.27255,2,NEGAR,,,
P002298,0.071522,6,APROVAR,0.0265,36,0.21
P002299,0.107333,4,NEGAR,,,
P002300,0.03836,9,APROVAR,0.0236,36,0.0
P002301,0.032638,10,APROVAR,0.0227,36,0.0
P002302,0.035471,10,APROVAR,0.0227,36,0.0
P002303,0.102646,5,APROVAR,0.0282,36,0.21
P002304,0.081653,6,APROVAR,0.0265,48,0.21
P002305,0.183623,3,NEGAR,,,
