id_proposta,faixa,valor_financiado,pd,fator_ead,ead,lgd,perda_esperada,perda_pct
P003658,10,29296.78,0.035798,1.02,29882.7156,0.832587,890.653862,0.030401
P003659,2,56222.88,0.275714,1.042,58584.24096,0.600587,9700.965794,0.172545
P003660,10,36375.26,0.032171,1.041,37866.64566,0.719587,876.606268,0.024099
P003661,8,14852.2,0.045739,1.027,15253.2094,0.586587,409.244594,0.027554
P003662,9,61692.96,0.042933,1.02,62926.8192,0.611587,1652.301176,0.026783
P003663,2,22364.98,0.280688,1.04,23259.5792,0.684587,4469.454975,0.199842
P003664,7,80143.63,0.062306,1.015,81345.78445,0.763587,3870.116074,0.04829
P003665,6,44632.48,0.068215,1.04,46417.7792,0.667587,2113.827433,0.047361
P003666,10,29743.35,0.030575,1.003,29832.58005,0.845587,771.296034,0.025932
P003667,5,41087.99,0.097822,1.038,42649.33362,0.841587,3511.136739,0.085454
P003668,4,11519.2,0.122128,1.04,11979.968,0.599587,877.246833,0.076155
P003669,6,65826.24,0.078981,1.013,66681.98112,0.832587,4384.906916,0.066613
P003670,3,31291.4,0.172723,1.021,31948.5194,0.427587,2359.523968,0.075405
P003671,10,42687.54,0.032577,1.015,43327.8531,0.753587,1063.686722,0.024918
P003672,1,18257.8,0.327019,1.04,18988.112,0.763587,4741.4684,0.259695
P003673,8,27357.66,0.052406,1.015,27768.0249,0.763587,1111.171939,0.040616
P003674,6,46844.0,0.077819,1.027,48108.788,0.923587,3457.71842,0.073813
P003675,6,27065.76,0.082345,1.041,28175.45616,0.640587,1486.233759,0.054912
P003676,2,12771.0,0.249592,1.024,13077.504,0.520587,1699.214874,0.133053
P003677,6,19437.0,0.072144,1.013,19689.681,0.667587,948.298885,0.048788
P003678,3,25439.04,0.194393,1.04,26456.6016,0.778587,4004.251736,0.157406
P003679,2,25371.88,0.210654,1.013,25701.71444,0.588587,3186.706524,0.1256
P003680,7,25916.28,0.060256,1.04,26952.9312,0.599587,973.781096,0.037574
P003681,6,20639.8,0.075942,1.027,21197.0746,0.753587,1213.082554,0.058774
P003682,2,44852.39,0.259196,1.037,46511.92843,0.637587,7686.561067,0.171375
P003683,9,20199.36,0.041404,1.027,20744.74272,0.753587,647.268332,0.032044
P003684,10,33289.6,0.035846,1.021,33988.6816,0.643587,784.112955,0.023554
P003685,1,57468.6,0.717079,1.038,59652.4068,0.600587,25690.395259,0.447034
P003686,6,37770.6,0.069178,1.02,38526.012,0.832587,2218.976838,0.058749
P003687,10,63029.68,0.028095,1.002,63155.73936,0.600587,1065.646837,0.016907
P003688,7,33019.86,0.065715,1.015,33515.1579,0.667587,1470.333238,0.044529
P003689,4,22864.83,0.133578,1.02,23322.1266,0.915587,2852.348602,0.124748
P003690,2,16467.45,0.239,1.024,16862.6688,0.599587,2416.444511,0.146741
P003691,1,20655.8,0.36321,1.042,21523.3436,0.923587,7220.124264,0.349545
P003692,4,15536.4,0.125862,1.032,16033.5648,0.753587,1520.74951,0.097883
P003693,2,36164.93,0.219865,0.995,35984.10535,0.832587,6587.132811,0.182141
P003694,3,18928.8,0.202578,1.04,19685.952,0.667587,2662.298776,0.140648
P003695,10,20395.36,0.029862,1.015,20701.2904,0.637587,394.139311,0.019325
P003696,1,39944.32,0.30855,1.038,41462.20416,0.751587,9615.16883,0.240714
P003697,10,77068.11,0.02929,1.04,80150.8344,0.763587,1792.637253,0.02326
P003698,1,20259.8,0.445583,1.027,20806.8146,0.751587,6968.076629,0.343936
P003699,3,78085.04,0.177642,1.032,80583.76128,0.719587,10300.901998,0.131919
P003700,6,58986.72,0.075995,1.032,60874.29504,0.832587,3851.642466,0.065297
P003701,4,68709.19,0.128676,1.032,70907.88408,0.719587,6565.60846,0.095556
P003702,10,20212.56,0.033333,1.02,20616.8112,0.832587,572.17733,0.028308
P003703,3,17813.4,0.209568,1.04,18525.936,0.667587,2591.869692,0.145501
P003704,2,26011.12,0.23068,1.032,26843.47584,0.719587,4455.85949,0.171306
P003705,5,12818.57,0.08544,1.04,13331.3128,0.599587,682.94792,0.053278
P003706,9,21530.8,0.041019,1.024,22047.5392,0.427587,386.694577,0.01796
P003707,4,19401.8,0.115633,1.013,19654.0234,0.832587,1892.174483,0.097526
P003708,5,36010.17,0.101021,1.041,37486.58697,0.532587,2016.865483,0.056008
P003709,1,31901.38,0.632672,1.015,32379.9007,0.832587,17056.262848,0.534656
P003710,6,27252.39,0.068723,1.04,28342.4856,0.901587,1756.093631,0.064438
P003711,3,27251.64,0.199032,1.032,28123.69248,0.719587,4027.904416,0.147804
P003712,1,21124.4,0.569584,1.027,21694.7588,0.672587,8311.149493,0.393438
P003713,3,44842.2,0.204683,1.024,45918.4128,0.427587,4018.758036,0.08962
P003714,4,19513.0,0.135935,1.041,20313.033,0.753587,2080.847956,0.106639
P003715,5,91461.16,0.084842,1.015,92833.0774,0.901587,7101.06623,0.07764
P003716,10,26849.76,0.025968,1.024,27494.15424,0.599587,428.081178,0.015944
P003717,3,57748.1,0.153165,1.04,60058.024,0.684587,6297.35788,0.109049
P003718,6,34517.85,0.071716,1.027,35449.83195,0.751587,1910.762287,0.055356
P003719,1,16299.8,0.423257,1.041,16968.0918,0.719587,5167.97174,0.317057
P003720,3,12425.98,0.177572,1.024,12724.20352,0.857587,1937.682382,0.155938
P003721,2,32209.92,0.231313,1.015,32693.0688,0.586587,4435.962063,0.13772
P003722,1,17116.8,0.34692,0.995,17031.216,0.915587,5409.720193,0.316047
P003723,3,34639.66,0.170753,1.013,35089.97558,0.684587,4101.840476,0.118415
P003724,8,20807.5,0.051138,1.04,21639.8,0.832587,921.354866,0.04428
P003725,9,27057.8,0.043792,1.015,27463.667,0.832587,1001.351637,0.037008
P003726,8,37310.61,0.04763,1.04,38803.0344,0.832587,1538.762267,0.041242
P003727,9,32230.77,0.039888,1.02,32875.3854,0.611587,801.986025,0.024883
P003728,2,17850.8,0.233718,1.015,18118.562,0.588587,2492.447036,0.139627
P003729,1,17138.0,0.632368,1.032,17686.416,0.719587,8048.092749,0.469605
P003730,1,19705.4,0.694466,1.04,20493.616,0.832587,11849.470735,0.601331
P003731,2,30747.86,0.226383,1.002,30809.35572,0.844587,5890.741065,0.191582
P003732,1,23650.74,0.476878,1.041,24620.42034,0.532587,6253.069091,0.264392
P003733,8,31092.18,0.045226,1.04,32335.8672,0.763587,1116.682439,0.035915
P003734,5,29352.4,0.089023,1.002,29411.1048,0.762587,1996.659155,0.068024
P003735,4,46446.4,0.134796,1.013,47050.2032,0.763587,4842.811622,0.104267
P003736,4,22453.2,0.124152,1.041,23373.7812,0.719587,2088.165125,0.093001
P003737,10,43660.48,0.03107,1.032,45057.61536,0.611587,856.196143,0.01961
P003738,7,22447.26,0.058987,1.041,23367.59766,0.719587,991.859711,0.044186
P003739,10,34351.2,0.031489,1.037,35622.1944,0.586587,657.988246,0.019155
P003740,4,20473.2,0.133847,1.038,21251.1816,0.679587,1933.026309,0.094417
P003741,10,54059.04,0.030367,1.02,55140.2208,0.611587,1024.074215,0.018944
P003742,7,35948.22,0.058916,1.04,37386.1488,0.684587,1507.891914,0.041946
P003743,2,19053.46,0.298575,0.995,18958.1927,0.611587,3461.85133,0.181691
P003744,4,24485.76,0.12803,1.024,25073.41824,0.643587,2066.016647,0.084376
P003745,7,60349.24,0.061907,1.027,61978.66948,0.751587,2883.756167,0.047784
P003746,2,28696.36,0.236142,1.04,29844.2144,0.599587,4225.561894,0.147251
P003747,2,39800.4,0.244617,1.027,40875.0108,0.751587,7514.920777,0.188815
P003748,5,18516.23,0.100649,1.003,18571.77869,0.753587,1408.63048,0.076075
P003749,2,14570.6,0.221378,1.003,14614.3118,0.845587,2735.717808,0.187756
P003750,7,28315.64,0.065701,1.041,29476.58124,0.719587,1393.578031,0.049216
P003751,9,25904.6,0.041823,1.015,26293.169,0.586587,645.048602,0.024901
P003752,2,19951.8,0.215156,1.042,20789.7756,0.751587,3361.883883,0.1685
P003753,10,60148.68,0.034532,1.04,62554.6272,0.667587,1442.086261,0.023975
P003754,10,34114.5,0.022156,1.021,34830.9045,0.348587,269.00606,0.007885
P003755,1,11822.8,0.309694,1.021,12071.0788,0.599587,2241.458133,0.189588
P003756,1,7319.4,0.555991,1.04,7612.176,0.857587,3629.568469,0.495883
P003757,2,14484.96,0.246313,1.04,15064.3584,0.599587,2224.791344,0.153593
P003758,4,15837.75,0.110551,0.995,15758.56125,0.915587,1595.059157,0.100712
P003759,1,17568.6,0.422602,1.032,18130.7952,0.832587,6379.376949,0.363112
P003760,8,19808.73,0.053112,1.041,20620.88793,0.832587,911.855253,0.046033
P003761,1,38673.04,0.317395,1.038,40142.61552,0.841587,10722.70317,0.277266
P003762,2,20099.2,0.296057,1.038,20862.9696,0.841587,5198.169677,0.258626
P003763,9,24333.4,0.038953,1.003,24406.4002,0.586587,557.673016,0.022918
P003764,8,27420.25,0.048935,1.015,27831.55375,0.763587,1039.96039,0.037927
P003765,2,62263.4,0.210051,1.04,64753.936,0.832587,11324.559565,0.181881
P003766,8,18252.0,0.05165,1.04,18982.08,0.667587,654.517879,0.03586
P003767,2,12415.2,0.24796,1.04,12911.808,0.599587,1919.647787,0.154621
P003768,8,30243.36,0.050048,1.038,31392.60768,0.672587,1056.73263,0.034941
P003769,4,24854.45,0.137779,1.04,25848.628,0.832587,2965.17391,0.119302
P003770,3,57134.0,0.187787,1.027,58676.618,0.762587,8402.726199,0.147071
P003771,6,16289.07,0.073298,1.024,16680.00768,0.599587,733.057648,0.045003
P003772,3,41098.44,0.143424,1.013,41632.71972,0.667587,3986.241324,0.096993
P003773,10,47081.16,0.031375,1.04,48964.4064,0.832587,1279.085909,0.027168
P003774,10,9551.52,0.034078,0.98,9360.4896,0.643587,205.293146,0.021493
P003775,1,13492.6,0.68648,1.037,13991.8262,0.637587,6124.087032,0.453885
P003776,4,49533.8,0.110402,1.038,51416.0844,0.923587,5242.689919,0.105841
P003777,9,87891.2,0.043631,1.032,90703.7184,0.611587,2420.326328,0.027538
P003778,1,21853.68,0.532927,1.032,22552.99776,0.719587,8648.778283,0.395758
P003779,7,27855.52,0.055977,1.04,28969.7408,0.667587,1082.586278,0.038864
P003780,3,38546.72,0.143408,1.038,40011.49536,0.679587,3899.443873,0.101161
P003781,1,17826.6,0.460745,1.04,18539.664,0.763587,6522.595937,0.365891
P003782,9,13988.79,0.044434,1.015,14198.62185,0.586587,370.078149,0.026455
P003783,10,42358.68,0.023781,1.027,43502.36436,0.751587,777.542025,0.018356
P003784,5,43054.56,0.096296,1.038,44690.63328,0.762587,3281.815167,0.076225
P003785,2,19115.8,0.239408,1.04,19880.432,0.684587,3258.310337,0.170451
P003786,2,35770.0,0.262315,1.027,36735.79,0.751587,7242.540998,0.202475
P003787,7,39228.8,0.063424,1.027,40287.9776,0.672587,1718.606999,0.04381
P003788,1,70751.6,0.413682,1.042,73723.1672,0.600587,18316.681133,0.258887
P003789,7,11863.96,0.064623,0.98,11626.6808,0.599587,450.501028,0.037972
P003790,1,18865.0,0.417948,1.04,19619.6,0.684587,5613.586842,0.297566
P003791,6,14672.53,0.07835,0.98,14379.0794,0.427587,481.719041,0.032831
P003792,9,26896.5,0.042961,1.037,27891.6705,0.586587,702.880009,0.026133
P003793,8,58459.36,0.045097,1.04,60797.7344,0.763587,2093.609513,0.035813
P003794,1,46339.7,0.484416,1.04,48193.288,0.763587,17826.394775,0.384689
P003795,5,19554.16,0.087868,1.04,20336.3264,0.667587,1192.920469,0.061006
P003796,3,22333.92,0.158123,1.032,23048.60544,0.640587,2334.632609,0.104533
P003797,5,42238.5,0.090045,1.04,43928.04,0.643587,2545.71399,0.06027
P003798,8,16042.4,0.050217,0.995,15962.188,0.719587,576.801912,0.035955
P003799,6,15131.6,0.069066,1.027,15540.1532,0.586587,629.583247,0.041607
P003800,5,17670.0,0.093757,1.032,18235.44,0.915587,1565.378571,0.08859
P003801,7,28616.1,0.066126,1.032,29531.8152,0.611587,1194.311045,0.041736
P003802,10,54141.36,0.033692,1.02,55224.1872,0.611587,1137.923561,0.021018
P003803,5,30076.0,0.094393,1.041,31309.116,0.640587,1893.172187,0.062946
P003804,4,29261.76,0.110421,1.032,30198.13632,0.832587,2776.273831,0.094877
P003805,2,37666.0,0.244516,0.995,37477.67,0.753587,6905.788925,0.183343
P003806,8,21560.0,0.046642,1.027,22142.12,0.679587,701.848068,0.032553
P003807,5,39572.6,0.091524,0.995,39374.737,0.832587,3000.43222,0.075821
P003808,5,20475.0,0.096608,1.015,20782.125,0.901587,1810.138903,0.088407
P003809,1,21889.05,0.347021,1.04,22764.612,0.427587,3377.851982,0.154317
P003810,10,22374.87,0.033599,1.021,22844.74227,0.599587,460.213522,0.020568
P003811,6,67228.0,0.076451,1.042,70051.576,0.751587,4025.142251,0.059873
P003812,8,48937.77,0.049348,1.013,49573.96101,0.667587,1633.184232,0.033373
P003813,2,19775.8,0.251122,1.04,20566.832,0.822587,4248.486291,0.214833
P003814,6,14641.92,0.068805,1.024,14993.32608,0.427587,441.102061,0.030126
P003815,3,67816.0,0.158262,1.027,69647.032,0.679587,7490.733016,0.110457
P003816,5,20853.0,0.105197,1.04,21687.12,0.684587,1561.824579,0.074897
P003817,2,26184.2,0.261654,1.015,26576.963,0.763587,5309.958769,0.202792
P003818,1,40468.18,0.603264,1.042,42167.84356,0.672587,17109.479012,0.422788
P003819,6,22114.4,0.078537,1.041,23021.0904,0.719587,1301.01749,0.058831
P003820,2,30539.94,0.249683,1.041,31792.07754,0.532587,4227.640035,0.13843
P003821,6,24436.0,0.083673,1.04,25413.44,0.763587,1623.70215,0.066447
P003822,2,19515.6,0.236307,1.02,19905.912,0.915587,4306.828614,0.220686
P003823,1,37041.62,0.436899,1.032,38226.95184,0.719587,12018.052181,0.324447
P003824,2,34076.16,0.27388,1.015,34587.3024,0.763587,7233.276976,0.212268
P003825,7,29368.24,0.056185,0.98,28780.8752,0.427587,691.432504,0.023544
P003826,10,27460.16,0.032915,1.027,28201.58432,0.923587,857.321811,0.031221
P003827,3,24921.15,0.180538,1.041,25942.91715,0.719587,3370.30962,0.135239
P003828,6,86442.45,0.074725,1.038,89727.2631,0.600587,4026.854184,0.046584
P003829,4,41602.1,0.133529,1.027,42725.3567,0.586587,3346.528841,0.080441
P003830,10,26535.84,0.033222,0.995,26403.1608,0.611587,536.467106,0.020217
P003831,6,18389.08,0.075937,0.98,18021.2984,0.427587,585.144607,0.03182
P003832,9,23292.36,0.04146,1.04,24224.0544,0.832587,836.188401,0.0359
P003833,10,35838.84,0.026352,1.024,36698.97216,0.427587,413.517601,0.011538
P003834,10,33166.05,0.029989,1.015,33663.54075,0.832587,840.522195,0.025343
P003835,7,91221.04,0.056552,1.015,92589.3556,0.763587,3998.212161,0.04383
P003836,1,17424.0,0.311412,1.032,17981.568,0.832587,4662.220293,0.267575
P003837,3,27070.65,0.189557,1.015,27476.70975,0.766587,3992.701732,0.147492
P003838,7,53200.4,0.054293,1.042,55434.8168,0.679587,2045.367797,0.038446
P003839,2,61838.0,0.27632,1.042,64435.196,0.751587,13381.815092,0.216401
P003840,9,51177.5,0.038088,1.038,53122.245,0.679587,1375.011466,0.026867
P003841,9,14289.0,0.042852,1.003,14331.867,0.753587,462.814629,0.03239
P003842,3,24820.0,0.168082,1.04,25812.8,0.763587,3312.95507,0.133479
P003843,2,19791.2,0.296117,1.015,20088.068,0.667587,3971.08731,0.200649
P003844,5,52502.22,0.091017,1.038,54497.30436,0.751587,3727.986185,0.071006
P003845,2,36985.88,0.2792,1.032,38169.42816,0.915587,9757.305299,0.263812
P003846,4,30118.4,0.108367,0.98,29516.032,0.599587,1917.815686,0.063676
P003847,3,39553.76,0.180404,1.02,40344.8352,0.915587,6663.980155,0.168479
P003848,8,18884.8,0.053786,1.04,19640.192,0.832587,879.511073,0.046572
P003849,9,93393.04,0.041014,1.027,95914.65208,0.679587,2673.3984,0.028625
P003850,5,22137.5,0.097138,1.042,23067.275,0.672587,1507.071634,0.068078
P003851,10,36713.6,0.027248,0.98,35979.328,0.599587,587.802884,0.01601
P003852,7,49918.14,0.06564,1.015,50666.9121,0.832587,2769.011948,0.055471
P003853,6,17300.8,0.077441,0.995,17214.296,0.719587,959.273084,0.055447
P003854,6,56277.54,0.078037,1.04,58528.6416,0.684587,3126.781069,0.05556
P003855,7,22041.6,0.05484,1.024,22570.5984,0.599587,742.15686,0.033671
P003856,1,26138.32,0.340173,1.032,26974.74624,0.836587,7676.593569,0.293691
P003857,6,110190.74,0.077873,1.027,113165.88998,0.751587,6623.423907,0.060109
P003858,3,29398.56,0.177714,1.024,30104.12544,0.520587,2785.100973,0.094736
P003859,1,29920.8,0.340551,1.04,31117.632,0.684587,7254.664234,0.242462
P003860,1,19379.8,0.398784,1.04,20154.992,0.684587,5502.357713,0.283922
P003861,6,42992.4,0.070505,1.038,44626.1112,0.841587,2647.937633,0.061591
P003862,2,23342.7,0.232408,1.038,24229.7226,0.844587,4756.012405,0.203747
P003863,2,18994.96,0.300921,1.027,19507.82392,0.586587,3443.448202,0.181282
P003864,6,22945.92,0.071901,1.013,23244.21696,0.763587,1276.168391,0.055616
P003865,1,49294.5,0.363674,1.04,51266.28,0.588587,10973.73207,0.222616
P003866,9,14630.0,0.041365,1.015,14849.45,0.637587,391.633825,0.026769
P003867,3,34935.3,0.187936,1.037,36227.9061,0.637587,4341.022558,0.124259
P003868,2,32442.52,0.26627,1.027,33318.46804,0.637587,5656.493267,0.174354
P003869,9,19145.06,0.0415,0.98,18762.1588,0.643587,501.115162,0.026175
P003870,9,15690.4,0.042655,1.041,16333.7064,0.611587,426.10258,0.027157
P003871,9,31933.38,0.039639,1.037,33114.91506,0.507587,666.273671,0.020864
P003872,8,49892.07,0.047702,1.04,51887.7528,0.667587,1652.363568,0.033119
P003873,4,34755.3,0.111832,1.027,35693.6931,0.637587,2545.060154,0.073228
P003874,1,12920.6,0.349562,1.024,13230.6944,0.857587,3966.296958,0.306975
P003875,8,65904.4,0.053984,1.002,66036.2088,0.679587,2422.680076,0.036761
P003876,3,30176.36,0.169703,1.041,31413.59076,0.915587,4880.974549,0.161748
P003877,5,19888.0,0.094758,1.002,19927.776,0.841587,1589.174813,0.079906
P003878,5,19392.59,0.087138,1.013,19644.69367,0.832587,1425.219093,0.073493
P003879,1,18761.32,0.393207,1.024,19211.59168,0.520587,3932.584671,0.209611
P003880,5,27170.88,0.089395,1.02,27714.2976,0.719587,1782.781649,0.065614
P003881,2,35867.12,0.239697,1.04,37301.8048,0.763587,6827.329153,0.190351
P003882,10,37756.08,0.035099,1.032,38964.27456,0.753587,1030.61434,0.027297
P003883,1,86633.82,0.635148,1.027,88972.93314,0.841587,47558.869687,0.548964
P003884,5,35084.0,0.088914,1.042,36557.528,0.751587,2443.02129,0.069633
P003885,6,39441.54,0.077112,1.013,39954.28002,0.667587,2056.801134,0.052148
P003886,6,35098.2,0.070233,1.038,36431.9316,0.679587,1738.881174,0.049543
P003887,2,12796.74,0.228842,1.04,13308.6096,0.427587,1302.245512,0.101764
P003888,1,35996.4,0.347143,1.041,37472.2524,0.832587,10830.479421,0.300877
P003889,4,9719.6,0.130022,1.024,9952.8704,0.643587,832.858289,0.085689
P003890,8,42999.84,0.047498,1.015,43644.8376,0.586587,1216.0278,0.02828
P003891,3,59960.81,0.18288,1.027,61579.75187,0.844587,9511.466906,0.158628
P003892,3,21221.41,0.149694,1.032,21900.49512,0.915587,3001.637485,0.141444
P003893,7,69882.34,0.066087,1.027,71769.16318,0.751587,3564.783314,0.051011
P003894,3,22842.4,0.1471,1.013,23139.3512,0.684587,2330.193167,0.102012
P003895,10,25893.86,0.028853,1.021,26437.63106,0.427587,326.167909,0.012596
P003896,2,31962.17,0.262711,1.038,33176.73246,0.679587,5923.208936,0.185319
P003897,2,22742.99,0.281044,1.037,23584.48063,0.637587,4226.098512,0.18582
P003898,10,71631.0,0.028773,1.041,74567.871,0.719587,1543.909043,0.021554
P003899,3,43431.3,0.147704,1.013,43995.9069,0.832587,5410.462308,0.124575
P003900,4,40855.5,0.11764,1.002,40937.211,0.841587,4052.973173,0.099203
P003901,1,26749.96,0.506056,1.038,27766.45848,0.841587,11825.455862,0.442074
P003902,6,71196.51,0.075036,1.015,72264.45765,0.586587,3180.727759,0.044675
P003903,2,19817.68,0.245536,0.995,19718.5916,0.719587,3483.969175,0.175801
P003904,2,42322.42,0.240636,1.015,42957.2563,0.588587,6084.264189,0.14376
P003905,4,36824.64,0.128749,1.015,37377.0096,0.667587,3212.602247,0.087241
P003906,3,23467.32,0.156548,0.995,23349.9834,0.832587,3043.424391,0.129688
P003907,6,22611.6,0.069301,1.027,23222.1132,0.766587,1233.677408,0.054559
P003908,3,23441.04,0.19876,1.027,24073.94808,0.923587,4419.313647,0.188529
P003909,1,19302.8,0.505845,1.04,20074.912,0.763587,7754.069819,0.401707
P003910,6,17167.92,0.082873,0.995,17082.0804,0.719587,1018.683129,0.059336
P003911,9,50373.18,0.037783,1.04,52388.1072,0.763587,1511.413706,0.030004
P003912,2,11814.15,0.250375,1.021,12062.24715,0.599587,1810.802479,0.153274
P003913,6,29013.39,0.067574,1.013,29390.56407,0.763587,1516.508973,0.052269
P003914,10,39840.18,0.036427,1.032,41115.06576,0.611587,915.971082,0.022991
P003915,9,40495.56,0.044395,1.013,41022.00228,0.763587,1390.619215,0.03434
P003916,7,47235.01,0.063008,1.04,49124.4104,0.667587,2066.3288,0.043746
P003917,1,20474.43,0.461698,1.04,21293.4072,0.684587,6730.26182,0.328715
P003918,1,59709.78,0.304699,1.04,62098.1712,0.684587,12953.255909,0.216937
P003919,6,32474.52,0.067492,1.027,33351.33204,0.751587,1691.778424,0.052096
P003920,10,69105.48,0.035975,1.032,71316.85536,0.832587,2136.111898,0.030911
P003921,9,29568.0,0.039723,1.015,30011.52,0.753587,898.389926,0.030384
P003922,1,17661.6,0.361509,1.04,18368.064,0.753587,5003.98451,0.283326
P003923,10,27074.52,0.035291,1.015,27480.6378,0.637587,618.345681,0.022839
P003924,4,85119.3,0.139419,1.027,87417.5211,0.751587,9160.092863,0.107615
P003925,7,52841.95,0.055472,1.04,54955.628,0.763587,2327.798553,0.044052
P003926,6,32251.75,0.070913,1.038,33477.3165,0.679587,1613.315743,0.050023
P003927,10,20205.25,0.036458,1.037,20952.84425,0.637587,487.05268,0.024105
P003928,2,25250.15,0.223825,1.041,26285.40615,0.832587,4898.389225,0.193994
P003929,8,28115.62,0.050483,1.015,28537.3543,0.753587,1085.659522,0.038614
P003930,9,60946.13,0.043695,1.04,63383.9752,0.588587,1630.112064,0.026747
P003931,9,124346.2,0.04107,1.041,129444.3942,0.832587,4426.218305,0.035596
P003932,5,21224.35,0.087469,1.015,21542.71525,0.684587,1289.985923,0.060779
P003933,3,20253.12,0.161043,1.003,20313.87936,0.753587,2465.293916,0.121724
P003934,2,14544.2,0.298595,1.015,14762.363,0.766587,3379.089456,0.232332
P003935,3,21269.82,0.160285,1.038,22078.07316,0.751587,2659.707269,0.125046
P003936,7,19819.8,0.063502,1.024,20295.4752,0.427587,551.075678,0.027804
P003937,1,43077.6,0.309714,1.032,44456.0832,0.719587,9907.743056,0.229998
P003938,4,25440.64,0.111749,1.015,25822.2496,0.667587,1926.392522,0.075721
P003939,9,36322.1,0.039992,1.013,36794.2873,0.667587,982.340365,0.027045
P003940,2,36544.41,0.215135,1.038,37933.09758,0.679587,5545.93677,0.151759
P003941,9,62170.5,0.037713,1.003,62357.0115,0.753587,1772.206512,0.028506
P003942,4,25216.55,0.112021,1.027,25897.39685,0.923587,2679.371449,0.106254
P003943,9,77544.74,0.037093,1.04,80646.5296,0.763587,2284.180909,0.029456
P003944,1,21560.0,0.315012,1.027,22142.12,0.600587,4189.114159,0.1943
P003945,5,52237.89,0.084619,1.015,53021.45835,0.763587,3425.925364,0.065583
P003946,9,19771.4,0.041007,1.015,20067.971,0.667587,549.374523,0.027786
P003947,4,24342.47,0.141513,1.013,24658.92211,0.901587,3146.133835,0.129245
P003948,10,60421.92,0.026589,1.027,62053.31184,0.507587,837.500565,0.013861
P003949,1,19091.04,0.784522,1.041,19873.77264,0.611587,9535.504757,0.499475
P003950,2,30980.67,0.248279,1.037,32126.95479,0.637587,5085.675433,0.164156
P003951,1,19973.8,0.600764,1.042,20812.6996,0.923587,11548.081664,0.578161
P003952,1,20732.18,0.582375,1.041,21582.19938,0.753587,9471.782617,0.456864
P003953,9,35432.32,0.039243,1.024,36282.69568,0.599587,853.71612,0.024094
P003954,1,16948.8,0.576046,1.041,17643.7008,0.753587,7659.143031,0.451899
P003955,8,31642.65,0.053018,1.021,32307.14565,0.599587,1027.000991,0.032456
P003956,9,34124.22,0.043687,1.021,34840.82862,0.520587,792.374775,0.02322
P003957,2,41658.84,0.238885,1.042,43408.51128,0.600587,6227.87615,0.149497
P003958,9,32014.06,0.040869,1.032,33038.50992,0.611587,825.791087,0.025795
P003959,5,13727.07,0.105306,1.04,14276.1528,0.778587,1170.49701,0.085269
P003960,3,13435.4,0.148483,1.003,13475.7062,0.637587,1275.757656,0.094955
P003961,3,24303.2,0.150095,1.015,24667.748,0.822587,3045.627377,0.125318
P003962,6,23096.92,0.081939,1.032,23836.02144,0.611587,1194.484422,0.051716
P003963,1,21445.6,0.463766,1.038,22260.5328,0.762587,7872.706867,0.367101
P003964,2,22972.86,0.286157,1.015,23317.4529,0.845587,5642.146759,0.245601
P003965,3,12819.4,0.195991,1.04,13332.176,0.520587,1360.286567,0.106112
P003966,3,26713.96,0.14888,1.041,27809.23236,0.719587,2979.261679,0.111525
P003967,10,30452.24,0.026968,1.015,30909.0236,0.588587,490.615494,0.016111
P003968,2,24728.76,0.293954,1.015,25099.6914,0.637587,4704.210545,0.190232
P003969,1,24825.78,0.354822,1.038,25769.15964,0.751587,6872.110669,0.276813
P003970,2,15114.0,0.219058,1.015,15340.71,0.753587,2532.43741,0.167556
P003971,1,27734.0,0.605989,1.042,28898.828,0.923587,16174.198043,0.58319
P003972,9,19110.96,0.040262,1.04,19875.3984,0.643587,515.017115,0.026949
P003973,2,22926.75,0.253265,1.04,23843.82,0.763587,4611.15325,0.201125
P003974,9,33142.5,0.04244,0.995,32976.7875,0.611587,855.933339,0.025826
P003975,10,39000.6,0.028057,1.042,40638.6252,0.751587,856.955132,0.021973
P003976,3,34507.2,0.194678,1.042,35956.5024,0.600587,4204.072038,0.121832
P003977,3,65733.21,0.157951,1.04,68362.5384,0.667587,7208.567467,0.109664
P003978,10,20978.01,0.033939,1.032,21649.30632,0.611587,449.371632,0.021421
P003979,6,18502.5,0.081938,1.024,18946.56,0.427587,663.801314,0.035876
P003980,10,49359.96,0.034117,1.02,50347.1592,0.832587,1430.146275,0.028974
P003981,9,40930.88,0.037113,1.037,42445.32256,0.637587,1004.376989,0.024538
P003982,7,33011.4,0.065847,1.04,34331.856,0.753587,1703.607143,0.051607
P003983,1,18172.0,0.30847,1.04,18898.88,0.832587,4853.756887,0.267101
P003984,2,17743.0,0.255959,1.04,18452.72,0.901587,4258.315421,0.24
P003985,4,18516.8,0.135654,1.037,19201.9216,0.586587,1527.954659,0.082517
P003986,8,20968.29,0.053291,1.013,21240.87777,0.763587,864.343969,0.041221
P003987,1,21560.0,0.476786,1.042,22465.52,0.841587,9014.449219,0.41811
P003988,9,93606.95,0.03787,1.027,96134.33765,0.753587,2743.511555,0.029309
P003989,6,34026.84,0.082773,1.002,34094.89368,0.672587,1898.132029,0.055783
P003990,1,47111.52,0.340857,1.042,49090.20384,0.600587,10049.466018,0.213312
P003991,2,22127.04,0.278201,1.027,22724.47008,0.751587,4751.508667,0.214738
P003992,1,20556.8,0.631491,1.042,21420.1856,0.841587,11383.847884,0.553775
