id_proposta,faixa,pd_enquadramento,decisao,taxa_am,prazo_meses,pct_entrada_minima,pct_entrada_efetiva,valor_entrada,valor_financiado,ltv,idade_veiculo_anos,possui_avalista,pd_oferta
P004036,2,0.240313,NEGAR,0.035,48,0.21,0.5192,11837.76,10962.24,0.4808,6,Não,0.240313
P004037,8,0.046534,APROVAR,0.0247,36,0.0,0.2912,8008.0,19492.0,0.7088,12,Não,0.046534
P004038,8,0.047555,APROVAR,0.0247,48,0.0,0.18,7758.0,35342.0,0.82,3,Sim,0.047555
P004039,1,0.707665,NEGAR,0.035,60,0.21,0.3189,7015.8,14984.2,0.6811,3,Não,0.707665
P004040,10,0.036529,APROVAR,0.0227,60,0.0,0.2239,13344.44,46255.56,0.7761,1,Não,0.036529
P004041,5,0.089184,APROVAR,0.0282,60,0.21,0.6119,44117.99,27982.01,0.3881,1,Não,0.089184
P004042,10,0.036426,APROVAR,0.0227,36,0.0,0.4089,19013.85,27486.15,0.5911,0,Não,0.036426
P004043,2,0.212923,NEGAR,0.035,24,0.21,0.2923,7892.1,19107.9,0.7077,5,Sim,0.212923
P004044,2,0.294573,NEGAR,0.035,60,0.21,0.2317,8850.94,29349.06,0.7683,9,Não,0.294573
P004045,3,0.205458,NEGAR,0.0336,60,0.21,0.21,11865.0,44635.0,0.79,5,Não,0.197462
P004046,2,0.214649,NEGAR,0.035,60,0.21,0.21,4620.0,17380.0,0.79,12,Sim,0.149221
P004047,3,0.177958,NEGAR,0.0336,60,0.21,0.2392,7797.92,24802.08,0.7608,12,Não,0.177958
P004048,2,0.210789,NEGAR,0.035,36,0.21,0.21,5565.0,20935.0,0.79,2,Sim,0.193613
P004049,10,0.027208,APROVAR,0.0227,36,0.0,0.431,16679.7,22020.3,0.569,9,Sim,0.027208
P004050,3,0.203117,NEGAR,0.0336,48,0.21,0.3418,20132.02,38767.98,0.6582,1,Sim,0.203117
P004051,9,0.043885,APROVAR,0.0236,36,0.0,0.2149,6683.39,24416.61,0.7851,1,Não,0.043885
P004052,3,0.148861,NEGAR,0.0336,24,0.21,0.21,11823.0,44477.0,0.79,6,Não,0.100532
P004053,1,0.314743,NEGAR,0.035,48,0.21,0.2869,9668.53,24031.47,0.7131,4,Sim,0.314743
P004054,9,0.041716,APROVAR,0.0236,60,0.0,0.187,4114.0,17886.0,0.813,4,Não,0.041716
P004055,1,0.346456,NEGAR,0.035,36,0.21,0.21,13671.0,51429.0,0.79,2,Não,0.303313
P004056,6,0.078064,APROVAR,0.0265,60,0.21,0.21,9177.0,34523.0,0.79,2,Não,0.066989
P004057,7,0.065259,APROVAR,0.0256,36,0.0,0.4389,12508.65,15991.35,0.5611,3,Sim,0.065259
P004058,5,0.100822,APROVAR,0.0282,36,0.21,0.21,6405.0,24095.0,0.79,7,Não,0.100822
P004059,7,0.059985,APROVAR,0.0256,36,0.0,0.235,9024.0,29376.0,0.765,6,Não,0.059985
P004060,9,0.040287,APROVAR,0.0236,36,0.0,0.2622,24699.24,69500.76,0.7378,4,Não,0.040287
P004061,10,0.029855,APROVAR,0.0227,36,0.0,0.2275,8736.0,29664.0,0.7725,7,Não,0.029855
P004062,9,0.040681,APROVAR,0.0236,60,0.0,0.3,9990.0,23310.0,0.7,3,Não,0.040681
P004063,10,0.022113,APROVAR,0.0227,48,0.0,0.2727,15053.04,40146.96,0.7273,4,Não,0.022113
P004064,4,0.137398,NEGAR,0.0303,48,0.21,0.3515,15993.25,29506.75,0.6485,5,Não,0.137398
P004065,3,0.145449,NEGAR,0.0336,48,0.21,0.21,14259.0,53641.0,0.79,8,Não,0.14311
P004066,1,0.682135,NEGAR,0.035,48,0.21,0.21,7161.0,26939.0,0.79,8,Sim,0.677078
P004067,8,0.052316,APROVAR,0.0247,48,0.0,0.2247,9055.41,31244.59,0.7753,3,Sim,0.052316
P004068,9,0.044537,APROVAR,0.0236,24,0.0,0.1021,3083.42,27116.58,0.8979,1,Sim,0.044537
P004069,3,0.15168,NEGAR,0.0336,36,0.21,0.21,14700.0,55300.0,0.79,2,Sim,0.15331
P004070,9,0.039835,APROVAR,0.0236,48,0.0,0.2763,8841.6,23158.4,0.7237,4,Não,0.039835
P004071,7,0.054593,APROVAR,0.0256,36,0.0,0.398,11860.4,17939.6,0.602,3,Não,0.054593
P004072,7,0.057522,APROVAR,0.0256,60,0.0,0.133,5918.5,38581.5,0.867,5,Não,0.057522
P004073,2,0.241819,NEGAR,0.035,36,0.21,0.21,5397.0,20303.0,0.79,4,Sim,0.170431
P004074,8,0.046869,APROVAR,0.0247,36,0.0,0.2354,11770.0,38230.0,0.7646,2,Não,0.046869
P004075,3,0.175066,NEGAR,0.0336,48,0.21,0.21,9450.0,35550.0,0.79,3,Não,0.105202
P004076,1,0.603568,NEGAR,0.035,60,0.21,0.21,4620.0,17380.0,0.79,3,Não,0.470306
P004077,2,0.265726,NEGAR,0.035,36,0.21,0.3382,10146.0,19854.0,0.6618,1,Não,0.265726
P004078,1,0.337379,NEGAR,0.035,60,0.21,0.3954,8698.8,13301.2,0.6046,1,Não,0.337379
P004079,10,0.034901,APROVAR,0.0227,36,0.0,0.43,25241.0,33459.0,0.57,3,Não,0.034901
P004080,3,0.186084,NEGAR,0.0336,60,0.21,0.21,4620.0,17380.0,0.79,12,Não,0.185494
P004081,4,0.137601,NEGAR,0.0303,48,0.21,0.21,9597.0,36103.0,0.79,11,Não,0.141445
P004082,8,0.047926,APROVAR,0.0247,48,0.0,0.5735,19384.3,14415.7,0.4265,3,Não,0.047926
P004083,9,0.043667,APROVAR,0.0236,24,0.0,0.2875,7245.0,17955.0,0.7125,2,Não,0.043667
P004084,1,0.341855,NEGAR,0.035,24,0.21,0.21,5145.0,19355.0,0.79,2,Não,0.243919
P004085,10,0.023866,APROVAR,0.0227,60,0.0,0.2151,10841.04,39558.96,0.7849,12,Não,0.023866
P004086,7,0.057132,APROVAR,0.0256,48,0.0,0.1567,7552.94,40647.06,0.8433,11,Não,0.057132
P004087,5,0.092203,APROVAR,0.0282,24,0.21,0.21,8064.0,30336.0,0.79,5,Não,0.089411
P004088,7,0.056527,APROVAR,0.0256,24,0.0,0.212,15857.6,58942.4,0.788,6,Não,0.056527
P004089,9,0.040427,APROVAR,0.0236,36,0.0,0.1484,3413.2,19586.8,0.8516,8,Não,0.040427
P004090,1,0.328505,NEGAR,0.035,60,0.21,0.4681,10298.2,11701.8,0.5319,1,Não,0.328505
P004091,1,0.305941,NEGAR,0.035,48,0.21,0.21,8946.0,33654.0,0.79,9,Não,0.299546
P004092,8,0.049737,APROVAR,0.0247,48,0.0,0.2308,9855.16,32844.84,0.7692,1,Não,0.049737
P004093,8,0.053266,APROVAR,0.0247,36,0.0,0.1371,7581.63,47718.37,0.8629,3,Não,0.053266
P004094,1,0.355415,NEGAR,0.035,60,0.21,0.21,4620.0,17380.0,0.79,6,Não,0.250384
P004095,4,0.110206,NEGAR,0.0303,60,0.21,0.3586,21838.74,39061.26,0.6414,2,Não,0.110206
P004096,10,0.025025,APROVAR,0.0227,24,0.0,0.1623,7124.97,36775.03,0.8377,12,Não,0.025025
P004097,5,0.102959,APROVAR,0.0282,60,0.21,0.3323,32764.78,65835.22,0.6677,4,Não,0.102959
P004098,7,0.054245,APROVAR,0.0256,48,0.0,0.1981,7349.51,29750.49,0.8019,5,Não,0.054245
P004099,9,0.039536,APROVAR,0.0236,60,0.0,0.2786,18109.0,46891.0,0.7214,2,Não,0.039536
P004100,8,0.052303,APROVAR,0.0247,48,0.0,0.2609,13018.91,36881.09,0.7391,7,Não,0.052303
P004101,1,0.340785,NEGAR,0.035,60,0.21,0.4013,8828.6,13171.4,0.5987,5,Sim,0.340785
P004102,9,0.037929,APROVAR,0.0236,48,0.0,0.3139,9919.24,21680.76,0.6861,3,Não,0.037929
P004103,9,0.042634,APROVAR,0.0236,36,0.0,0.2768,15140.96,39559.04,0.7232,12,Não,0.042634
P004104,2,0.267754,NEGAR,0.035,60,0.21,0.2224,6805.44,23794.56,0.7776,0,Não,0.267754
P004105,6,0.077441,APROVAR,0.0265,48,0.21,0.434,32723.6,42676.4,0.566,6,Sim,0.077441
P004106,5,0.084981,APROVAR,0.0282,36,0.21,0.21,17808.0,66992.0,0.79,2,Não,0.085481
P004107,6,0.078648,APROVAR,0.0265,48,0.21,0.21,8421.0,31679.0,0.79,3,Não,0.075073
P004108,9,0.038281,APROVAR,0.0236,48,0.0,0.1289,6457.89,43642.11,0.8711,7,Não,0.038281
P004109,6,0.07491,APROVAR,0.0265,48,0.21,0.21,12117.0,45583.0,0.79,8,Não,0.065444
P004110,9,0.040631,APROVAR,0.0236,48,0.0,0.4826,25819.1,27680.9,0.5174,5,Não,0.040631
P004111,9,0.041592,APROVAR,0.0236,60,0.0,0.2441,7445.05,23054.95,0.7559,10,Não,0.041592
P004112,5,0.092462,APROVAR,0.0282,36,0.21,0.21,9681.0,36419.0,0.79,2,Sim,0.09159
P004113,9,0.037289,APROVAR,0.0236,24,0.0,0.3943,9305.48,14294.52,0.6057,5,Sim,0.037289
P004114,7,0.063207,APROVAR,0.0256,60,0.0,0.379,10649.9,17450.1,0.621,3,Não,0.063207
P004115,1,0.340498,NEGAR,0.035,60,0.21,0.21,6342.0,23858.0,0.79,2,Não,0.319922
P004116,1,0.368975,NEGAR,0.035,60,0.21,0.21,6699.0,25201.0,0.79,3,Sim,0.367901
P004117,4,0.116621,NEGAR,0.0303,48,0.21,0.6036,21427.8,14072.2,0.3964,9,Sim,0.116621
P004118,7,0.063165,APROVAR,0.0256,48,0.0,0.1496,3560.48,20239.52,0.8504,4,Não,0.063165
P004119,7,0.066004,APROVAR,0.0256,36,0.0,0.1517,6250.04,34949.96,0.8483,12,Não,0.066004
P004120,2,0.277966,NEGAR,0.035,60,0.21,0.3707,8155.4,13844.6,0.6293,2,Sim,0.277966
P004121,9,0.04295,APROVAR,0.0236,48,0.0,0.1126,7589.24,59810.76,0.8874,2,Não,0.04295
P004122,10,0.031576,APROVAR,0.0227,36,0.0,0.3013,24917.51,57782.49,0.6987,6,Não,0.031576
P004123,2,0.213221,NEGAR,0.035,60,0.21,0.21,12306.0,46294.0,0.79,11,Não,0.213221
P004124,2,0.218025,NEGAR,0.035,48,0.21,0.5745,41651.25,30848.75,0.4255,2,Não,0.218025
P004125,2,0.26136,NEGAR,0.035,24,0.21,0.21,10542.0,39658.0,0.79,11,Não,0.248247
P004126,9,0.039615,APROVAR,0.0236,48,0.0,0.2182,7004.22,25095.78,0.7818,2,Não,0.039615
P004127,2,0.239084,NEGAR,0.035,24,0.21,0.21,12579.0,47321.0,0.79,4,Sim,0.174904
P004128,9,0.03796,APROVAR,0.0236,24,0.0,0.3671,17180.28,29619.72,0.6329,0,Não,0.03796
P004129,8,0.053208,APROVAR,0.0247,36,0.0,0.5242,11532.4,10467.6,0.4758,10,Não,0.053208
P004130,8,0.050716,APROVAR,0.0247,36,0.0,0.3516,8473.56,15626.44,0.6484,7,Não,0.050716
P004131,1,0.5326,NEGAR,0.035,60,0.21,0.21,5103.0,19197.0,0.79,5,Sim,0.528153
P004132,3,0.152118,NEGAR,0.0336,60,0.21,0.21,12810.0,48190.0,0.79,9,Não,0.130061
P004133,1,0.407434,NEGAR,0.035,36,0.21,0.21,5733.0,21567.0,0.79,4,Sim,0.418785
P004134,6,0.077419,APROVAR,0.0265,36,0.21,0.21,10185.0,38315.0,0.79,7,Não,0.077999
P004135,2,0.261417,NEGAR,0.035,36,0.21,0.3287,7231.4,14768.6,0.6713,3,Não,0.261417
P004136,10,0.032877,APROVAR,0.0227,48,0.0,0.1397,17490.44,107709.56,0.8603,2,Não,0.032877
P004137,5,0.089348,APROVAR,0.0282,48,0.21,0.21,9156.0,34444.0,0.79,5,Não,0.064206
P004138,8,0.04854,APROVAR,0.0247,36,0.0,0.2792,12145.2,31354.8,0.7208,6,Não,0.04854
P004139,2,0.283134,NEGAR,0.035,48,0.21,0.4157,13260.83,18639.17,0.5843,8,Não,0.283134
P004140,10,0.035559,APROVAR,0.0227,36,0.0,0.1119,3558.42,28241.58,0.8881,9,Não,0.035559
P004141,5,0.093068,APROVAR,0.0282,24,0.21,0.2851,10092.54,25307.46,0.7149,8,Não,0.093068
P004142,1,0.3875,NEGAR,0.035,48,0.21,0.21,4620.0,17380.0,0.79,2,Não,0.300881
P004143,6,0.067521,APROVAR,0.0265,24,0.21,0.21,18564.0,69836.0,0.79,1,Não,0.074363
P004144,4,0.134656,NEGAR,0.0303,48,0.21,0.6117,16882.92,10717.08,0.3883,10,Não,0.134656
P004145,9,0.039026,APROVAR,0.0236,36,0.0,0.1282,5769.0,39231.0,0.8718,1,Não,0.039026
P004146,3,0.166031,NEGAR,0.0336,60,0.21,0.21,10143.0,38157.0,0.79,12,Não,0.153202
P004147,1,0.520817,NEGAR,0.035,24,0.21,0.21,4620.0,17380.0,0.79,2,Sim,0.525018
P004148,4,0.123778,NEGAR,0.0303,48,0.21,0.21,15393.0,57907.0,0.79,1,Não,0.125863
P004149,6,0.071421,APROVAR,0.0265,60,0.21,0.2161,11863.89,43036.11,0.7839,1,Não,0.071421
P004150,4,0.121468,NEGAR,0.0303,60,0.21,0.3622,21116.26,37183.74,0.6378,3,Não,0.121468
P004151,3,0.15721,NEGAR,0.0336,48,0.21,0.21,6510.0,24490.0,0.79,1,Não,0.126332
P004152,2,0.228854,NEGAR,0.035,60,0.21,0.3116,6855.2,15144.8,0.6884,1,Não,0.228854
P004153,1,0.360487,NEGAR,0.035,48,0.21,0.21,7014.0,26386.0,0.79,2,Sim,0.37205
P004154,3,0.164753,NEGAR,0.0336,48,0.21,0.4689,10315.8,11684.2,0.5311,6,Não,0.164753
P004155,8,0.052784,APROVAR,0.0247,36,0.0,0.0737,1849.87,23250.13,0.9263,4,Sim,0.052784
P004156,9,0.037023,APROVAR,0.0236,36,0.0,0.5802,13170.54,9529.46,0.4198,5,Não,0.037023
P004157,10,0.034867,APROVAR,0.0227,60,0.0,0.1625,8726.25,44973.75,0.8375,3,Sim,0.034867
P004158,7,0.058003,APROVAR,0.0256,48,0.0,0.0776,2653.92,31546.08,0.9224,4,Sim,0.058003
P004159,5,0.093892,APROVAR,0.0282,36,0.21,0.21,9681.0,36419.0,0.79,1,Não,0.092852
P004160,7,0.065985,APROVAR,0.0256,24,0.0,0.371,23855.3,40444.7,0.629,7,Não,0.065985
P004161,4,0.107034,NEGAR,0.0303,36,0.21,0.2531,8149.82,24050.18,0.7469,4,Sim,0.107034
P004162,7,0.061667,APROVAR,0.0256,48,0.0,0.352,18198.4,33501.6,0.648,1,Não,0.061667
P004163,8,0.047396,APROVAR,0.0247,60,0.0,0.2787,6131.4,15868.6,0.7213,2,Não,0.047396
P004164,10,0.023974,APROVAR,0.0227,36,0.0,0.2451,25000.2,76999.8,0.7549,1,Não,0.023974
P004165,1,0.320042,NEGAR,0.035,60,0.21,0.2794,6649.72,17150.28,0.7206,10,Sim,0.320042
P004166,5,0.093198,APROVAR,0.0282,48,0.21,0.2192,29263.2,104236.8,0.7808,2,Não,0.093198
P004167,3,0.172315,NEGAR,0.0336,36,0.21,0.21,4620.0,17380.0,0.79,2,Não,0.153946
P004168,3,0.184782,NEGAR,0.0336,48,0.21,0.3379,13448.42,26351.58,0.6621,0,Não,0.184782
P004169,5,0.087742,APROVAR,0.0282,60,0.21,0.21,4851.0,18249.0,0.79,3,Não,0.0867
P004170,3,0.198977,NEGAR,0.0336,36,0.21,0.4115,16748.05,23951.95,0.5885,3,Não,0.198977
P004171,3,0.179097,NEGAR,0.0336,60,0.21,0.3863,12322.97,19577.03,0.6137,10,Sim,0.179097
P004172,3,0.144648,NEGAR,0.0336,48,0.21,0.21,6258.0,23542.0,0.79,3,Não,0.104404
P004173,2,0.223415,NEGAR,0.035,36,0.21,0.2118,4659.6,17340.4,0.7882,2,Sim,0.223415
P004174,4,0.142029,NEGAR,0.0303,36,0.21,0.2778,11167.56,29032.44,0.7222,12,Não,0.142029
P004175,8,0.054134,APROVAR,0.0247,36,0.0,0.0408,1725.84,40574.16,0.9592,1,Sim,0.054134
P004176,3,0.160205,NEGAR,0.0336,36,0.21,0.2604,5728.8,16271.2,0.7396,7,Não,0.160205
P004177,7,0.056193,APROVAR,0.0256,48,0.0,0.2732,10928.0,29072.0,0.7268,5,Não,0.056193
P004178,6,0.075357,APROVAR,0.0265,36,0.21,0.3127,9037.03,19862.97,0.6873,6,Não,0.075357
P004179,9,0.039962,APROVAR,0.0236,24,0.0,0.2462,12383.86,37916.14,0.7538,4,Sim,0.039962
P004180,7,0.064416,APROVAR,0.0256,24,0.0,0.1016,3048.0,26952.0,0.8984,8,Não,0.064416
P004181,8,0.047625,APROVAR,0.0247,48,0.0,0.3373,11738.04,23061.96,0.6627,0,Não,0.047625
P004182,3,0.146417,NEGAR,0.0336,24,0.21,0.21,4620.0,17380.0,0.79,6,Não,0.148733
P004183,6,0.083658,APROVAR,0.0265,36,0.21,0.3836,9129.68,14670.32,0.6164,8,Não,0.083658
P004184,7,0.056663,APROVAR,0.0256,48,0.0,0.0818,1799.6,20200.4,0.9182,4,Não,0.056663
P004185,8,0.049487,APROVAR,0.0247,24,0.0,0.199,8278.4,33321.6,0.801,3,Sim,0.049487
P004186,7,0.064829,APROVAR,0.0256,24,0.0,0.207,10971.0,42029.0,0.793,4,Não,0.064829
P004187,6,0.069585,APROVAR,0.0265,48,0.21,0.21,8757.0,32943.0,0.79,6,Não,0.066089
P004188,3,0.159775,NEGAR,0.0336,48,0.21,0.21,8085.0,30415.0,0.79,9,Não,0.160646
P004189,8,0.049826,APROVAR,0.0247,36,0.0,0.3108,12276.6,27223.4,0.6892,5,Não,0.049826
P004190,2,0.268665,NEGAR,0.035,60,0.21,0.21,12474.0,46926.0,0.79,2,Sim,0.263589
P004191,6,0.069851,APROVAR,0.0265,60,0.21,0.3544,7796.8,14203.2,0.6456,5,Não,0.069851
P004192,8,0.049007,APROVAR,0.0247,24,0.0,0.6481,14258.2,7741.8,0.3519,1,Não,0.049007
P004193,10,0.030756,APROVAR,0.0227,48,0.0,0.2525,13029.0,38571.0,0.7475,6,Não,0.030756
P004194,8,0.047382,APROVAR,0.0247,24,0.0,0.1043,3952.97,33947.03,0.8957,2,Não,0.047382
P004195,10,0.034895,APROVAR,0.0227,60,0.0,0.3761,8274.2,13725.8,0.6239,3,Não,0.034895
P004196,8,0.046751,APROVAR,0.0247,60,0.0,0.2228,22703.32,79196.68,0.7772,1,Não,0.046751
P004197,6,0.079095,APROVAR,0.0265,48,0.21,0.21,8295.0,31205.0,0.79,0,Sim,0.075571
P004198,1,0.354611,NEGAR,0.035,48,0.21,0.21,8862.0,33338.0,0.79,1,Não,0.338444
P004199,10,0.022818,APROVAR,0.0227,24,0.0,0.1005,4130.55,36969.45,0.8995,12,Não,0.022818
P004200,8,0.049529,APROVAR,0.0247,48,0.0,0.2686,23583.08,64216.92,0.7314,5,Não,0.049529
P004201,8,0.052033,APROVAR,0.0247,48,0.0,0.1361,4532.13,28767.87,0.8639,2,Não,0.052033
P004202,4,0.116548,NEGAR,0.0303,36,0.21,0.21,6699.0,25201.0,0.79,3,Não,0.116548
P004203,3,0.162838,NEGAR,0.0336,24,0.21,0.2793,14104.65,36395.35,0.7207,9,Sim,0.162838
P004204,3,0.156086,NEGAR,0.0336,36,0.21,0.21,8400.0,31600.0,0.79,6,Não,0.143853
P004205,9,0.044694,APROVAR,0.0236,24,0.0,0.1911,4204.2,17795.8,0.8089,8,Sim,0.044694
P004206,1,0.465214,NEGAR,0.035,60,0.21,0.21,10857.0,40843.0,0.79,3,Não,0.409002
P004207,9,0.040572,APROVAR,0.0236,48,0.0,0.1623,14736.84,76063.16,0.8377,4,Não,0.040572
P004208,1,0.322324,NEGAR,0.035,36,0.21,0.21,4620.0,17380.0,0.79,12,Não,0.31848
P004209,10,0.022347,APROVAR,0.0227,36,0.0,0.2846,16990.62,42709.38,0.7154,6,Não,0.022347
P004210,10,0.031238,APROVAR,0.0227,48,0.0,0.2775,14319.0,37281.0,0.7225,5,Não,0.031238
P004211,2,0.218641,NEGAR,0.035,48,0.21,0.2502,7380.9,22119.1,0.7498,10,Sim,0.218641
P004212,7,0.065645,APROVAR,0.0256,48,0.0,0.3882,8889.78,14010.22,0.6118,5,Não,0.065645
P004213,3,0.187883,NEGAR,0.0336,48,0.21,0.256,18892.8,54907.2,0.744,1,Não,0.187883
P004214,9,0.040951,APROVAR,0.0236,48,0.0,0.1506,4999.92,28200.08,0.8494,2,Não,0.040951
P004215,3,0.167009,NEGAR,0.0336,24,0.21,0.21,7581.0,28519.0,0.79,4,Não,0.179174
P004216,2,0.257607,NEGAR,0.035,60,0.21,0.2618,5759.6,16240.4,0.7382,3,Não,0.257607
P004217,6,0.07123,APROVAR,0.0265,60,0.21,0.4656,22907.52,26292.48,0.5344,0,Não,0.07123
P004218,1,0.331392,NEGAR,0.035,36,0.21,0.2603,20693.85,58806.15,0.7397,3,Não,0.331392
P004219,3,0.203867,NEGAR,0.0336,48,0.21,0.21,6237.0,23463.0,0.79,9,Sim,0.200842
P004220,3,0.197018,NEGAR,0.0336,60,0.21,0.3538,9658.74,17641.26,0.6462,2,Não,0.197018
P004221,4,0.107004,NEGAR,0.0303,36,0.21,0.2304,20989.44,70110.56,0.7696,2,Não,0.107004
P004222,3,0.148016,NEGAR,0.0336,24,0.21,0.3729,21031.56,35368.44,0.6271,4,Não,0.148016
P004223,1,0.335964,NEGAR,0.035,48,0.21,0.21,5460.0,20540.0,0.79,5,Sim,0.345883
P004224,9,0.044381,APROVAR,0.0236,24,0.0,0.1915,6836.55,28863.45,0.8085,1,Sim,0.044381
P004225,8,0.045675,APROVAR,0.0247,60,0.0,0.071,2733.5,35766.5,0.929,5,Não,0.045675
P004226,9,0.044594,APROVAR,0.0236,36,0.0,0.2683,15158.95,41341.05,0.7317,6,Não,0.044594
P004227,9,0.040448,APROVAR,0.0236,48,0.0,0.2933,13579.79,32720.21,0.7067,3,Não,0.040448
P004228,6,0.077284,APROVAR,0.0265,48,0.21,0.21,8253.0,31047.0,0.79,6,Sim,0.032935
P004229,1,0.396384,NEGAR,0.035,24,0.21,0.21,6048.0,22752.0,0.79,3,Sim,0.419757
P004230,1,0.389046,NEGAR,0.035,48,0.21,0.21,4620.0,17380.0,0.79,3,Não,0.382657
P004231,6,0.076807,APROVAR,0.0265,48,0.21,0.2995,11381.0,26619.0,0.7005,5,Não,0.076807
P004232,9,0.037496,APROVAR,0.0236,60,0.0,0.4671,29614.14,33785.86,0.5329,1,Não,0.037496
P004233,9,0.04263,APROVAR,0.0236,36,0.0,0.4566,30637.86,36462.14,0.5434,1,Não,0.04263
P004234,6,0.068306,APROVAR,0.0265,48,0.21,0.2225,9856.75,34443.25,0.7775,2,Não,0.068306
P004235,9,0.039801,APROVAR,0.0236,36,0.0,0.3071,15047.9,33952.1,0.6929,1,Não,0.039801
P004236,10,0.035587,APROVAR,0.0227,48,0.0,0.3037,12967.99,29732.01,0.6963,1,Não,0.035587
P004237,1,0.323722,NEGAR,0.035,48,0.21,0.21,4620.0,17380.0,0.79,2,Sim,0.290191
P004238,1,0.471885,NEGAR,0.035,24,0.21,0.21,12705.0,47795.0,0.79,11,Não,0.311123
P004239,6,0.069942,APROVAR,0.0265,60,0.21,0.21,11130.0,41870.0,0.79,3,Não,0.050944
P004240,10,0.036557,APROVAR,0.0227,36,0.0,0.0857,5639.06,60160.94,0.9143,2,Não,0.036557
P004241,3,0.154623,NEGAR,0.0336,36,0.21,0.3549,16538.34,30061.66,0.6451,4,Não,0.154623
P004242,4,0.131455,NEGAR,0.0303,60,0.21,0.3489,7675.8,14324.2,0.6511,5,Não,0.131455
P004243,2,0.248091,NEGAR,0.035,36,0.21,0.2192,4822.4,17177.6,0.7808,3,Sim,0.248091
P004244,4,0.116509,NEGAR,0.0303,60,0.21,0.21,13650.0,51350.0,0.79,5,Não,0.114313
P004245,8,0.051588,APROVAR,0.0247,60,0.0,0.3519,23823.63,43876.37,0.6481,2,Não,0.051588
P004246,1,0.314951,NEGAR,0.035,48,0.21,0.21,5250.0,19750.0,0.79,5,Não,0.315764
P004247,7,0.055089,APROVAR,0.0256,24,0.0,0.2772,19681.2,51318.8,0.7228,2,Não,0.055089
P004248,1,0.359955,NEGAR,0.035,60,0.21,0.21,6657.0,25043.0,0.79,6,Não,0.372884
P004249,2,0.240541,NEGAR,0.035,48,0.21,0.21,4620.0,17380.0,0.79,6,Sim,0.246486
P004250,8,0.046532,APROVAR,0.0247,48,0.0,0.2435,14244.75,44255.25,0.7565,1,Não,0.046532
P004251,9,0.04045,APROVAR,0.0236,36,0.0,0.1235,5681.0,40319.0,0.8765,4,Não,0.04045
P004252,7,0.064966,APROVAR,0.0256,36,0.0,0.3015,9798.75,22701.25,0.6985,7,Sim,0.064966
P004253,1,0.302846,NEGAR,0.035,36,0.21,0.21,4725.0,17775.0,0.79,8,Não,0.306992
P004254,9,0.039996,APROVAR,0.0236,36,0.0,0.2683,11724.71,31975.29,0.7317,4,Não,0.039996
P004255,5,0.098791,APROVAR,0.0282,24,0.21,0.4002,10205.1,15294.9,0.5998,7,Não,0.098791
P004256,1,0.413096,NEGAR,0.035,60,0.21,0.3233,7112.6,14887.4,0.6767,8,Sim,0.413096
P004257,7,0.056058,APROVAR,0.0256,36,0.0,0.2148,4725.6,17274.4,0.7852,11,Não,0.056058
P004258,10,0.026362,APROVAR,0.0227,36,0.0,0.2884,10122.84,24977.16,0.7116,4,Não,0.026362
P004259,9,0.041121,APROVAR,0.0236,48,0.0,0.218,5951.4,21348.6,0.782,2,Não,0.041121
P004260,2,0.287063,NEGAR,0.035,60,0.21,0.21,5082.0,19118.0,0.79,2,Sim,0.283901
P004261,7,0.057088,APROVAR,0.0256,48,0.0,0.3583,22859.54,40940.46,0.6417,5,Não,0.057088
P004262,10,0.032691,APROVAR,0.0227,36,0.0,0.4998,34836.06,34863.94,0.5002,2,Não,0.032691
P004263,10,0.032623,APROVAR,0.0227,36,0.0,0.4506,21448.56,26151.44,0.5494,5,Não,0.032623
P004264,7,0.060239,APROVAR,0.0256,48,0.0,0.1916,8526.2,35973.8,0.8084,3,Sim,0.060239
P004265,10,0.030004,APROVAR,0.0227,36,0.0,0.1311,6305.91,41794.09,0.8689,1,Não,0.030004
P004266,8,0.046779,APROVAR,0.0247,36,0.0,0.1298,2855.6,19144.4,0.8702,11,Não,0.046779
P004267,2,0.227504,NEGAR,0.035,24,0.21,0.4537,13202.67,15897.33,0.5463,3,Não,0.227504
P004268,6,0.079206,APROVAR,0.0265,60,0.21,0.3185,15383.55,32916.45,0.6815,4,Não,0.079206
P004269,6,0.078914,APROVAR,0.0265,24,0.21,0.21,13965.0,52535.0,0.79,1,Não,0.062894
P004270,1,0.658812,NEGAR,0.035,60,0.21,0.2455,6383.0,19617.0,0.7545,3,Não,0.658812
P004271,9,0.04062,APROVAR,0.0236,24,0.0,0.2899,23220.99,56879.01,0.7101,5,Não,0.04062
P004272,6,0.068773,APROVAR,0.0265,48,0.21,0.2639,16810.43,46889.57,0.7361,0,Não,0.068773
P004273,1,0.364469,NEGAR,0.035,48,0.21,0.21,11235.0,42265.0,0.79,6,Não,0.363981
P004274,1,0.387148,NEGAR,0.035,48,0.21,0.21,4620.0,17380.0,0.79,5,Não,0.387148
P004275,1,0.316739,NEGAR,0.035,48,0.21,0.21,5712.0,21488.0,0.79,3,Não,0.219998
P004276,4,0.106927,NEGAR,0.0303,48,0.21,0.2322,8127.0,26873.0,0.7678,6,Não,0.106927
P004277,6,0.0673,APROVAR,0.0265,36,0.21,0.2674,8128.96,22271.04,0.7326,2,Não,0.0673
